physical_line,n_scenarios,sum_abs_mu,sub1,sub2,kV,matched_path,rating_MW,rating_source,match_confidence
NOM:31215_LUCERNJ1_115_31200_MENDOCNO_115_BR_1 _1,1.0,1169.58081,LUCERNJ1,MENDOCNO,115.0,,250.0,voltage proxy 115 kV,0
NOM:24701_KRAMER  _230_24601_VICTOR  _230_BR_1 _1,1.0,1123.22931,KRAMER,VICTOR,230.0,,700.0,voltage proxy 230 kV,0
NOM:6110_COI_N-S,1.0,1112.75809,,,,,,unknown,0
ITC:YU XFMR2 A  69KV,1.0,1091.1999999999998,YU,,69.0,,150.0,voltage proxy 69 kV,0
ITC:IPCO_LAGRANDE_ITC,1.0,1071.91732,IPCO,,,,,unknown,0
NOM:30640_TESLA C _230_30040_TESLA   _500_XF_6H,1.0,999.74214,TESLAC,TESLA,500.0,,2500.0,voltage proxy 500 kV,0
NOM:32782_STATIN D_115_32788_STATIN L_115_BR_1 _1,1.0,887.68572,STATIND,STATINL,115.0,,250.0,voltage proxy 115 kV,0
ITC:MRHL_SHWD_V1607,1.0,814.56654,MRHL,,,,,unknown,0
ITC:SUMMIT_ITC,1.0,778.99688,SUMMIT,,,,,unknown,0
NOM:33020_MORAGA  _115_32790_STATIN X_115_BR_1 _1,1.0,770.0336,MORAGA,STATINX,115.0,,250.0,voltage proxy 115 kV,0
NOM:33020_MORAGA  _115_32790_STATIN X_115_BR_2 _1,1.0,770.0336,MORAGA,STATINX,115.0,,250.0,voltage proxy 115 kV,0
NOM:24303_BIG CRK3_230_24235_RECTOR  _230_BR_1 _1,1.0,702.38949,BIGCRK3,RECTOR,230.0,,700.0,voltage proxy 230 kV,0
ITC:CASPER_SPENCE_230,1.0,678.8956,CASPER,,,,,unknown,0
ITC:AZPS_NET_ITC,1.0,628.85716,AZPS,,,,,unknown,0
ITC:WALC_NET_IMPORT_ITC,1.0,613.2928199999999,WALC,,,,,unknown,0
ITC:IPPDCADLN_ITC,1.0,557.86071,IPPDCADLN,,,,,unknown,0
NOM:24086_LUGO    _500_26105_VICTORVL_500_BR_1 _1,1.0,542.94401,LUGO,VICTORVL,500.0,,2500.0,voltage proxy 500 kV,0
ITC:TOTAL_WYOMING_EXPORT,1.0,542.57851,TOTAL,,,,,unknown,0
NOM:30900_GATES   _230_30970_MIDWAY  _230_BR_1 _1,1.0,539.52724,GATES,MIDWAY,230.0,Midway -Los Banos,5400.0,WECC path 15,5
NOM:34418_KINGSBRG_115_34419_WAUKENA _115_BR_1 _1,1.0,479.04391,KINGSBRG,WAUKENA,115.0,,250.0,voltage proxy 115 kV,0
NOM:32214_RIO OSO _115_32244_BRNSWKT2_115_BR_2 _1,1.0,430.84262,RIOOSO,BRNSWKT2,115.0,,250.0,voltage proxy 115 kV,0
ITC:HWD_FAR B REA,1.0,294.70799,HWD,,,,,unknown,0
NOM:6110_COI_S-N,1.0,280.70305,,,,,,unknown,0
NOM:Lugo AA bank outage  Area IMP,1.0,243.20502,,,,,,unknown,0
NOM:30580_ALTM MDW_230_30625_TESLA D _230_BR_1 _1,1.0,231.60767,ALTMMDW,TESLAD,230.0,,700.0,voltage proxy 230 kV,0
NOM:22468_MIGUEL  _500_22472_MIGUELMP_ 1.0_XF_80,1.0,230.45232,MIGUEL,XF,500.0,,2500.0,voltage proxy 500 kV,0
ITC:LADWP_NET_ITC,1.0,214.91739,LADWP,,,,,unknown,0
NOM:34930_MC FRLND_70.0_34932_WASCO   _70.0_BR_1 _1,1.0,203.94321,MCFRLND,WASCO,70.0,,150.0,voltage proxy 70 kV,0
NOM:34898_BAKRSFLD_70.0_34902_MAGUNDEN_70.0_BR_1 _1,1.0,181.52872,BAKRSFLD,MAGUNDEN,70.0,,150.0,voltage proxy 70 kV,0
NOM:34912_FRUTVLTP_70.0_34918_KERN PW _70.0_BR_1 _1,1.0,181.52872,FRUTVLTP,KERNPW,70.0,,150.0,voltage proxy 70 kV,0
NOM:34898_BAKRSFLD_70.0_34912_FRUTVLTP_70.0_BR_1 _1,1.0,181.52872,BAKRSFLD,FRUTVLTP,70.0,,150.0,voltage proxy 70 kV,0
ITC:WALC_NET_EXPORT_ITC,1.0,165.12264000000002,WALC,,,,,unknown,0
ITC:CISO_NET_ITC,1.0,158.87135,CISO,,,,,unknown,0
NOM:33543_AEC_TP2 _115_33540_TESLA   _115_BR_1 _1,1.0,158.28642000000002,TESLA,,115.0,,250.0,voltage proxy 115 kV,0
NOM:39021_SC21ATP _70.0_34888_ARVIN   _70.0_BR_1 _1,2.0,139.06261999999998,SC21ATP,ARVIN,70.0,,150.0,voltage proxy 70 kV,0
NOM:34888_ARVIN   _70.0_34890_WEEDPTCH_70.0_BR_1 _1,2.0,139.06261999999998,ARVIN,WEEDPTCH,70.0,,150.0,voltage proxy 70 kV,0
NOM:7430_KTTLM_GATES_70_1,1.0,138.52913,,,,,,unknown,0
NOM:34562_SCHLNDLR_70.0_34354_SCHINDLR_115_XF_1,1.0,112.32517,SCHLNDLR,SCHINDLR,115.0,,250.0,voltage proxy 115 kV,0
ITC:BPAT_NET_ITC,2.0,109.63343,BPAT,,,,,unknown,0
NOM:31224_INDIN VL_115_31215_LUCERNJ1_115_BR_1 _1,1.0,105.14868,INDINVL,LUCERNJ1,115.0,,250.0,voltage proxy 115 kV,0
ITC:WECC_Path_41,1.0,102.54658,WECC,,,,,unknown,0
NOM:31224_INDIN VL_115_31950_CORTINA _115_BR_1 _1,1.0,100.91901,INDINVL,CORTINA,115.0,,250.0,voltage proxy 115 kV,0
NOM:OMS_16905195_Devers230Bus_NG,1.0,83.40777,,,,,,unknown,0
NOM:34886_MAGNDN J_70.0_34890_WEEDPTCH_70.0_BR_1 _1,1.0,77.78018,MAGNDNJ,WEEDPTCH,70.0,,150.0,voltage proxy 70 kV,0
NOM:30055_GATES1  _500_30900_GATES   _230_XF_11_P,1.0,77.29457000000001,GATES1,GATES,500.0,Midway -Los Banos,5400.0,WECC path 15,5
NOM:24085_LUGO    _230_24086_LUGO    _500_XF_2 _P,1.0,68.79919,LUGO,,500.0,,2500.0,voltage proxy 500 kV,0
NOM:34610_HAAS    _13.8_30855_HAAS    _230_XF_1,1.0,67.95166,HAAS,,230.0,,700.0,voltage proxy 230 kV,0
ITC:Line_MA-OD_69KV,1.0,44.03332,MA,OD,69.0,,150.0,voltage proxy 69 kV,0
NOM:30055_GATES1  _500_30057_DIABLO  _500_BR_1 _1,1.0,32.32882,GATES1,DIABLO,500.0,,2500.0,voltage proxy 500 kV,0
ITC:EPE_SNMIC_ITC,1.0,29.846939999999996,EPE,,,,,unknown,0
NOM:30005_ROUND MT_500_30245_ROUND MT_230_XF_1 _P,1.0,21.1458,ROUNDMT,,500.0,,2500.0,voltage proxy 500 kV,0
NOM:28195_REDBLUFF_500_24375_REDBLUFF_230_XF_1_P_1,1.0,9.9756,REDBLUFF,,500.0,,2500.0,voltage proxy 500 kV,0
NOM:34880_SN BRNRD_70.0_39021_SC21ATP _70.0_BR_1 _1,1.0,1.42891,SNBRNRD,SC21ATP,70.0,,150.0,voltage proxy 70 kV,0
ITC:LDWP_MCCULLOUG500,1.0,0.2563999999999999,LDWP,,,,,unknown,0
ITC:PARKER_ITC,2.0,0.20199999999999999,PARKER,,,,,unknown,0
ITC:NORTHGILA500_ITC,1.0,0.1688,NORTHGILA500,,,,,unknown,0
ITC:BLYTHE_ITC,2.0,0.0872,BLYTHE,,,,,unknown,0
ITC:TEPC_SPV_VAIL_ITC,1.0,0.0487999999999999,TEPC,,,,,unknown,0
ITC:PALOVRDE_ITC,1.0,0.0259999999999999,PALOVRDE,,,,,unknown,0
ITC:LDWP_CRYSTAL500,1.0,0.0203999999999999,LDWP,,,,,unknown,0
ITC:LDWP_ VICLA,1.0,0.0192,LDWP,,,,,unknown,0
ITC:MERCHANT_ITC,2.0,0.016799999999999902,MERCHANT,,,,,unknown,0
ITC:TEPC_SJ_SPV_ITC,1.0,0.008,TEPC,,,,,unknown,0
ITC:WALC_TEP_EXPORT_ITC,1.0,0.0024,WALC,,,,,unknown,0
