node,spread_D2,spread_D4,spread_D8
BLKDMDBT_7_N004,31.166095134803918,51.10032551470589,69.30341727941176
BLLEHVN_6_N009,37.98662906862745,59.062124350490194,82.77138602941177
BLM W_2_COSBT1GN,36.51183698529412,51.424075539215686,70.2440444117647
BLMWEST_7_N001,37.282587156862746,49.4287494117647,65.8118794117647
BLUELAKE_7_GN001,25.130970649509806,37.04486746323529,51.24487943627451
BLUESKY_7_N001,30.278980294117652,49.222096029411766,63.720390857843135
BLUNDELL_NODE1,16.566545073529415,26.245024191176473,33.223648125000004
BLUNDELL_NODE2,16.566545073529415,26.245024191176473,33.223648125000004
BLYTHES1_7_N001,24.82891642156863,38.8305093382353,56.96056254901961
BLYTHES1_7_N002,24.82891642156863,38.8305093382353,56.96056254901961
BLYTHESC_1_GN001,35.11517795343137,52.143557904411765,77.80937254901963
BLYTHESC_1_N005,35.11517795343137,52.143557904411765,77.80937254901963
BLYTHESC_1_N008,35.11517795343137,52.143557904411765,77.80937254901963
BONANZA_1_SOLAR1GNODE,13.396192843137253,20.514466200980394,28.63066962009804
BONANZA_NODET,13.396192843137253,20.514466200980394,28.63066962009804
BONNIEN_7_N002,25.101093700980392,44.501885857843135,63.89578031862746
BORDEN_2_N008,69.51297954656863,114.84499150735294,168.53884470588235
BORDER_6_B1,39.31564572303921,70.08993547794117,93.75495730392157
BORREGO_6_N009,46.71895573529412,78.23152818627452,106.34185981617648
BORREGO_6_N012,46.71895573529412,78.23152818627452,106.34185981617648
BOULEVRD_1_B1,40.08676911764706,67.28189264705884,86.95343533088236
BOULEVRD_7_N012,40.08676911764706,67.28189264705884,86.95343533088236
BOWMAN_7_N002,22.758489240196077,39.49229036764706,59.40915321078431
BOWMNTAP_6_B1,22.758489240196077,39.49229036764706,59.40915321078431
BOXCANYN_GNODE1,34.04164943627451,46.47546628676471,61.78658721813726
BP21Z_1_N002,34.184745906862744,57.22344583333334,76.44452747549019
BPFFD_1_N002,34.184745906862744,57.22344583333334,76.44452747549019
BRDGVLLE_1_B1,26.367930637254908,39.04993980392157,51.329211482843135
BRDGVLLE_6_B1,27.334217720588235,40.70453735294117,54.14360460784314
BRDWAYB3_7_B1,30.63446224264706,46.2017356495098,56.15886681372549
BREGGEN_7_N006,46.71895573529412,78.23152818627452,106.34185981617648
BRNYFRST_7_B1,19.668284791666665,30.805134509803924,43.04649424019608
BROOKGEN_7_N002,31.76023100490196,51.88569257352941,61.38985602941177
BROOKGEN_7_N003,31.76023100490196,51.88569257352941,61.38985602941177
BRUNSWCK_1_N003,26.511247634803922,42.4104225,59.45108674019608
BSKYNGSU_2_N002,30.400453627450982,49.05787958333333,60.004247426470585
BSKYNPM_7_N001,30.400453627450982,49.05787958333333,60.004247426470585
BSKYNPM_7_N003,30.400453627450982,49.05787958333333,60.004247426470585
