physical_line,n_scenarios,sum_abs_mu,sub1,sub2,kV,matched_path,rating_MW,rating_source,match_confidence
NOM:22644_PENSQTOS_69.0_22492_MIRAMRTP_69.0_BR_1 _1,1.0,16352.36016,PENSQTOS,MIRAMRTP,69.0,,150.0,voltage proxy 69 kV,0
NOM:24801_DEVERS  _500_24804_DEVERS  _230_XF_1 _P,1.0,12825.18346,DEVERS,,500.0,,2500.0,voltage proxy 500 kV,0
NOM:33020_MORAGA  _115_35101_SN LNDRO_115_BR_2 _1,1.0,11258.85777,MORAGA,SNLNDRO,115.0,,250.0,voltage proxy 115 kV,0
NOM:25201_LEWIS   _230_24137_SERRANO _230_BR_1 _1,1.0,9984.77323,LEWIS,SERRANO,230.0,,700.0,voltage proxy 230 kV,0
ITC:TCWF T1,2.0,9654.33556,TCWF,,,,,unknown,0
ITC:EPE_NET_ITC,2.0,8735.31786,EPE,,,,,unknown,0
NOM:SYLMAR-AC_BG_NG,1.0,7848.55206,,,,,,unknown,0
NOM:30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,1.0,7375.914749999999,MOSSLD,LASAGUIL,230.0,,700.0,voltage proxy 230 kV,0
NOM:6110_COI_N-S,1.0,6969.23667,,,,,,unknown,0
ITC:LDWP_IPP_NORTH,2.0,6121.92461,LDWP,,,,,unknown,0
ITC:PACE_PATHC_ITC,2.0,6114.725880000001,PACE,,,,,unknown,0
NOM:22136_CLAIRMNT_69.0_22140_CLARMTTP_69.0_BR_1 _1,2.0,5779.09916,CLAIRMNT,CLARMTTP,69.0,,150.0,voltage proxy 69 kV,0
NOM:30055_GATES1  _500_30060_MIDWAY  _500_BR_1 _1,3.0,5239.4048999999995,GATES1,MIDWAY,500.0,Midway -Los Banos,5400.0,WECC path 15,5
NOM:35352_WHISMAN _115_35356_MNTA VSA_115_BR_1 _1,1.0,4083.1275,WHISMAN,MNTAVSA,115.0,,250.0,voltage proxy 115 kV,0
ITC:SUNZIA_ITC,1.0,3753.6,SUNZIA,,,,,unknown,0
NOM:345kV CLCR-DMND1,1.0,3681.89525,,,345.0,,1300.0,voltage proxy 345 kV,0
NOM:22430_SILVERGT_230_22597_OLDTWNTP_230_BR_1 _1,1.0,3341.40002,SILVERGT,OLDTWNTP,230.0,,700.0,voltage proxy 230 kV,0
ITC:TEPC_BA_IMP_ITC,1.0,3256.4981399999997,TEPC,,,,,unknown,0
NOM:345kV CLCR-DMND2,1.0,2614.45725,,,345.0,,1300.0,voltage proxy 345 kV,0
ITC:TOTAL_WYOMING_EXPORT,1.0,2606.2528700000003,TOTAL,,,,,unknown,0
NOM:30915_MORROBAY_230_30916_SOLARSS _230_BR_1 _1,1.0,2528.8311999999996,MORROBAY,SOLARSS,230.0,,700.0,voltage proxy 230 kV,0
NOM:VC_TL_681B_import_NG,1.0,2516.36582,,,,,,unknown,0
ITC:HWD_FAR A REA,2.0,2391.71998,HWD,,,,,unknown,0
ITC:Line_NG-YMT_69KV,1.0,2151.08717,NG,YMT,69.0,,150.0,voltage proxy 69 kV,0
ITC:CAL-WSS__106,5.0,2048.84697,CAL,WSS,,,,unknown,0
NOM:32056_CORTINA _60.0_30451_CRTNA  M_ 1.0_XF_1,1.0,1897.76805,CORTINA,,60.0,,150.0,voltage proxy 60 kV,0
NOM:VC_TL_681B_export_NG,1.0,1669.07377,,,,,,unknown,0
ITC:SLS_Rv_Sp,1.0,1641.52614,SLS,,,,,unknown,0
ITC:Line_OD-AR_69KV,1.0,1331.6448,OD,AR,69.0,West of Hatwai,4277.0,WECC path 6,2
NOM:6410_CP7_NG,1.0,1313.0832099999998,,,,,,unknown,0
ITC:EAST_WYO_EXP,1.0,1214.53543,EAST,,,,,unknown,0
NOM:7430_CP6_NG,1.0,1159.52533,,,,,,unknown,0
NOM:22832_SYCAMORE_230_22652_PENSQTOS_230_BR_1 _1,1.0,950.19046,SYCAMORE,PENSQTOS,230.0,,700.0,voltage proxy 230 kV,0
NOM:34375_ULTPWRJ _115_34377_AIRPROD _115_BR_1 _1,1.0,919.61285,ULTPWRJ,AIRPROD,115.0,,250.0,voltage proxy 115 kV,0
ITC:TEPC_BA_EXP_ITC,1.0,899.8983700000001,TEPC,,,,,unknown,0
ITC:NWMT_AMPS_EAST,1.0,882.10546,NWMT,,,,,unknown,0
ITC:RIN_AWY 1,1.0,857.6512,RIN,,,,,unknown,0
NOM:22532_MURRAY  _69.0_22306_GARFIELD_69.0_BR_1 _1,1.0,817.2403999999999,MURRAY,GARFIELD,69.0,,150.0,voltage proxy 69 kV,0
NOM:OMS_19123836_Magunden-Vestal,1.0,786.47405,,,,,,unknown,0
NOM:TL687_BREGGO_NAROWS,1.0,678.43909,,,,,,unknown,0
ITC:PNM_NET_ITC,1.0,617.28829,PNM,,,,,unknown,0
NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3,2.0,584.7625200000001,LOSBANOS,GATES1,500.0,Midway -Los Banos,5400.0,WECC path 15,5
ITC:LoneMesa345_34X1,1.0,569.0965,LoneMesa345,,,,,unknown,0
NOM:OMS_19123825_Magunden-Vestal,1.0,548.61794,,,,,,unknown,0
NOM:30500_BELLOTA _230_30501_BLLTA 1M_ 1.0_XF_1,1.0,481.5731899999999,BELLOTA,,230.0,,700.0,voltage proxy 230 kV,0
NOM:22306_GARFIELD_69.0_22208_EL CAJON_69.0_BR_1 _1,1.0,467.24287,GARFIELD,ELCAJON,69.0,,150.0,voltage proxy 69 kV,0
ITC:SRP_NET_ITC,2.0,464.88723,SRP,,,,,unknown,0
NOM:7820_TL 230S_OVERLOAD_NG,1.0,461.2993699999999,,,,,,unknown,0
ITC:LADWP_NET_ITC,1.0,417.51747,LADWP,,,,,unknown,0
NOM:30060_MIDWAY  _500_29402_WIRLWIND_500_BR_1 _2,1.0,356.59506999999996,MIDWAY,WIRLWIND,500.0,Northern -Southern California,4000.0,WECC path 26,6
NOM:31576_WNTU PMS_60.0_31570_BENTON  _60.0_BR_1 _1,1.0,348.7201,WNTUPMS,BENTON,60.0,,150.0,voltage proxy 60 kV,0
ITC:PACE_FOURCORNE345_ITC,2.0,258.08319,PACE,,,,,unknown,0
NOM:30060_MIDWAY  _500_24156_VINCENT _500_BR_2 _3,2.0,245.39573000000001,MIDWAY,VINCENT,500.0,Northern -Southern California,4000.0,WECC path 26,6
ITC:BPAT_NET_ITC,2.0,236.78222000000002,BPAT,,,,,unknown,0
ITC:PACE_POPWEST_ITC,1.0,230.86841,PACE,,,,,unknown,0
ITC:NTR-CAL__101,1.0,207.6555,NTR,CAL,,,,unknown,0
ITC:MALIN500_ISL,1.0,165.67304,MALIN500,,,,,unknown,0
NOM:24065_HINSON  _230_24029_DELAMO  _230_BR_1 _1,1.0,127.53193,HINSON,DELAMO,230.0,,700.0,voltage proxy 230 kV,0
ITC:PNM_SRP_ITC,1.0,120.23379,PNM,,,,,unknown,0
NOM:32225_BRNSWKT1_115_32222_DTCH2TAP_115_BR_1 _1,1.0,102.24883,BRNSWKT1,DTCH2TAP,115.0,,250.0,voltage proxy 115 kV,0
ITC:Line_FC-CH1_345KV,1.0,96.2843,FC,CH1,345.0,West of Cascades -North,10700.0,WECC path 4,2
NOM:30900_GATES   _230_30970_MIDWAY  _230_BR_1 _1,1.0,83.42801,GATES,MIDWAY,230.0,Midway -Los Banos,5400.0,WECC path 15,5
NOM:28727_IVANPAH _115_24778_MTN PASS_115_BR_1 _1,1.0,73.21323,IVANPAH,MTNPASS,115.0,,250.0,voltage proxy 115 kV,0
ITC:Line_AR-ARFHT_69KV,1.0,63.177859999999995,AR,ARFHT,69.0,,150.0,voltage proxy 69 kV,0
NOM:32973_LAKEWOOD_115_99108_LAK-MOR1_115_BR_1 _1,1.0,38.81926,LAKEWOOD,LAK-MOR1,115.0,,250.0,voltage proxy 115 kV,0
NOM:30765_LOSBANOS_230_30766_PADR FLT_230_BR_1 _1,1.0,29.3657,LOSBANOS,PADRFLT,230.0,,700.0,voltage proxy 230 kV,0
NOM:30040_TESLA   _500_30050_LOSBANOS_500_BR_1 _1,1.0,29.35848,TESLA,LOSBANOS,500.0,,2500.0,voltage proxy 500 kV,0
NOM:24024_CHINO   _66.0_24025_CHINO   _230_XF_2A,1.0,29.24364,CHINO,,230.0,,700.0,voltage proxy 230 kV,0
NOM:30056_GATES2  _500_30060_MIDWAY  _500_BR_2 _1,1.0,28.96936,GATES2,MIDWAY,500.0,Midway -Los Banos,5400.0,WECC path 15,5
NOM:24138_SERRANO _500_24137_SERRANO _230_XF_1 _P,1.0,22.75108,SERRANO,,500.0,,2500.0,voltage proxy 500 kV,0
NOM:32214_RIO OSO _115_32225_BRNSWKT1_115_BR_1 _1,1.0,12.24431,RIOOSO,BRNSWKT1,115.0,,250.0,voltage proxy 115 kV,0
NOM:22524_MORHILTP_69.0_22440_MELROSE _69.0_BR_1 _1,1.0,6.574190000000001,MORHILTP,MELROSE,69.0,,150.0,voltage proxy 69 kV,0
NOM:34540_HENRITTA_70.0_30881_HENRIETA_230_XF_4,1.0,4.48776,HENRITTA,HENRIETA,230.0,,700.0,voltage proxy 230 kV,0
NOM:OMS_18670858_TL23030_NG,1.0,0.41797,,,,,,unknown,0
ITC:SUMMIT_ITC,1.0,0.1672,SUMMIT,,,,,unknown,0
ITC:MERCHANT_ITC,1.0,0.1623999999999999,MERCHANT,,,,,unknown,0
ITC:NORTHGILA500_ITC,1.0,0.1144,NORTHGILA500,,,,,unknown,0
ITC:PALOVRDE_ITC,1.0,0.0975999999999999,PALOVRDE,,,,,unknown,0
ITC:PARKER_ITC,2.0,0.035199999999999995,PARKER,,,,,unknown,0
ITC:WALC_NET_IMPORT_ITC,1.0,0.0332,WALC,,,,,unknown,0
ITC:LDWP_ VICLA,1.0,0.0163999999999999,LDWP,,,,,unknown,0
ITC:WALC_TEP_IMPORT_ITC,1.0,0.0096,WALC,,,,,unknown,0
ITC:LDWP_MCCULLOUG500,1.0,0.0012,LDWP,,,,,unknown,0
ITC:LDWP_CRYSTAL500,1.0,0.0008,LDWP,,,,,unknown,0
ITC:BLYTHE_ITC,1.0,0.0004,BLYTHE,,,,,unknown,0
