Aggregate PNode ID,PNode ID,DESCRIPTION,abbrev,Plant Code,Plant Name,State,Latitude,Longitude,match_score,second_best,placement
TH_SP15_GEN-APND,BARRE_6_N011,TH_SP15_GEN-APND,BARRE,56474.0,Barre Peaker,CA,33.8073,-117.9832,5.0,0.0,precise
TH_NP15_GEN-APND,ALLEGHNY_6_N002,TH_NP15_GEN-APND,ALLEGHNY,,,,,,,,unplaced
TH_SP15_GEN-APND,LNCSTRC1_7_N004,TH_SP15_GEN-APND,LNCSTRC,59962.0,North Lancaster Ranch,CA,34.719538,-118.31301,7.0,0.0,precise
TH_SP15_GEN-APND,MONLTS12_7_N006,TH_SP15_GEN-APND,MONLTS,,,,,,,,unplaced
TH_NP15_GEN-APND,IENERGY_7_B1,TH_NP15_GEN-APND,IENERGY,57978.0,Lodi Energy Center,CA,38.088056,-121.3875,7.0,0.0,precise
TH_SP15_GEN-APND,NORTHOAK_7_N001,TH_SP15_GEN-APND,NORTHOAK,58713.0,North Star Solar,CA,36.73,-120.41,5.0,0.0,precise
TH_ZP26_GEN-APND,TEMBLOR_1_N004,TH_ZP26_GEN-APND,TEMBLOR,,,,,,,,unplaced
TH_SP15_GEN-APND,Q137GN4_7_N001,TH_SP15_GEN-APND,Q,,,,,,,,unplaced
TH_ZP26_GEN-APND,BKRSFLD_2_N001,TH_ZP26_GEN-APND,BKRSFLD,,,,,,,,unplaced
TH_SP15_GEN-APND,COLCT234_7_N001,TH_SP15_GEN-APND,COLCT,,,,,,,,unplaced
TH_SP15_GEN-APND,VICTOR_1_N001,TH_SP15_GEN-APND,VICTOR,65743.0,Victory Pass,CA,33.701001,-115.316292,6.0,0.0,precise
TH_SP15_GEN-APND,GASLRGN_7_N001,TH_SP15_GEN-APND,GASLRGN,,,,,,,,unplaced
TH_NP15_GEN-APND,Q1032C2_7_N004,TH_NP15_GEN-APND,Q,,,,,,,,unplaced
TH_SP15_GEN-APND,CABRILLO_6_N011,TH_SP15_GEN-APND,CABRILLO,,,,,,,,unplaced
TH_SP15_GEN-APND,SRMS2GN_7_N001,TH_SP15_GEN-APND,SRMS,,,,,,,,unplaced
TH_SP15_GEN-APND,NITHWK_7_N001,TH_SP15_GEN-APND,NITHWK,,,,,,,,unplaced
TH_NP15_GEN-APND,TRNLTYSS_2_B1,TH_NP15_GEN-APND,TRNLTYSS,,,,,,,,unplaced
TH_SP15_GEN-APND,EISENHOW_1_N040,TH_SP15_GEN-APND,EISENHOW,,,,,,,,unplaced
TH_SP15_GEN-APND,VALLEYSC_1_N013,TH_SP15_GEN-APND,VALLEYSC,59657.0,"Imperial Valley Solar Co (IVSC) 2, LLC",CA,33.252222,-115.4975,8.0,0.0,precise
TH_SP15_GEN-APND,BELLEF_7_CN07,TH_SP15_GEN-APND,BELLEF,,,,,,,,unplaced
TH_NP15_GEN-APND,CLRKSVLE_1_N004,TH_NP15_GEN-APND,CLRKSVLE,,,,,,,,unplaced
TH_SP15_GEN-APND,AMWWD1_1_NWD1,TH_SP15_GEN-APND,AMWWD,,,,,,,,unplaced
TH_SP15_GEN-APND,SUNGEN3G_7_N001,TH_SP15_GEN-APND,SUNGEN,52169.0,Midway Sunset Cogen,CA,35.2269,-119.6294,6.0,0.0,precise
TH_ZP26_GEN-APND,CUYAMAGN_7_NSB1,TH_ZP26_GEN-APND,CUYAMAGN,60043.0,"Cuyama Solar, LLC",CA,34.901,-119.596,6.0,0.0,precise
TH_SP15_GEN-APND,INYOKERN_1_N001,TH_SP15_GEN-APND,INYOKERN,,,,,,,,unplaced
TH_SP15_GEN-APND,RIOHONDO_6_N004,TH_SP15_GEN-APND,RIOHONDO,,,,,,,,unplaced
TH_NP15_GEN-APND,PLOALTO_1_N001,TH_NP15_GEN-APND,PLOALTO,,,,,,,,unplaced
TH_SP15_GEN-APND,CALCMENT_7_N1,TH_SP15_GEN-APND,CALCMENT,,,,,,,,unplaced
TH_SP15_GEN-APND,TWINKL_7_N007,TH_SP15_GEN-APND,TWINKL,,,,,,,,unplaced
TH_SP15_GEN-APND,TOT162W3_6_GN001,TH_SP15_GEN-APND,TOT,,,,,,,,unplaced
TH_SP15_GEN-APND,RSMNDS_7_N011,TH_SP15_GEN-APND,RSMNDS,,,,,,,,unplaced
TH_SP15_GEN-APND,SCLARA_2_N114,TH_SP15_GEN-APND,SCLARA,,,,,,,,unplaced
TH_SP15_GEN-APND,QZSBT_7_NBT2,TH_SP15_GEN-APND,QZSBT,,,,,,,,unplaced
TH_NP15_GEN-APND,BEARCRK_6_N001,TH_NP15_GEN-APND,BEARCRK,,,,,,,,unplaced
TH_ZP26_GEN-APND,WESTPARK_1_N001,TH_ZP26_GEN-APND,WESTPARK,,,,,,,,unplaced
TH_NP15_GEN-APND,GRNVALY_1_N035,TH_NP15_GEN-APND,GRNVALY,,,,,,,,unplaced
TH_SP15_GEN-APND,TAP820_1_B1,TH_SP15_GEN-APND,TAP,,,,,,,,unplaced
TH_NP15_GEN-APND,LARKIN12_7_LN001,TH_NP15_GEN-APND,LARKIN,55542.0,Larkspur Energy Facility,CA,32.567041,-116.944197,4.0,0.0,precise
TH_NP15_GEN-APND,CLERLKE_6_N001,TH_NP15_GEN-APND,CLERLKE,,,,,,,,unplaced
TH_SP15_GEN-APND,VOYAGN3_7_N001,TH_SP15_GEN-APND,VOYAGN,,,,,,,,unplaced
TH_SP15_GEN-APND,TOT545L_7_N001,TH_SP15_GEN-APND,TOT,,,,,,,,unplaced
TH_NP15_GEN-APND,Q0577SS_2_B1,TH_NP15_GEN-APND,Q,,,,,,,,unplaced
TH_SP15_GEN-APND,TOT032G4_7_N001,TH_SP15_GEN-APND,TOT,,,,,,,,unplaced
TH_NP15_GEN-APND,BRUNSWCK_1_N003,TH_NP15_GEN-APND,BRUNSWCK,,,,,,,,unplaced
TH_SP15_GEN-APND,TENNGEN1_7_B1,TH_SP15_GEN-APND,TENNGEN,,,,,,,,unplaced
TH_SP15_GEN-APND,WALNUT_6_N007,TH_SP15_GEN-APND,WALNUT,4256.0,Walnut,CA,37.4903,-120.9044,6.0,0.0,precise
TH_SP15_GEN-APND,Q137GN3_7_N001,TH_SP15_GEN-APND,Q,,,,,,,,unplaced
TH_SP15_GEN-APND,DAWNLS_7_N001,TH_SP15_GEN-APND,DAWNLS,,,,,,,,unplaced
TH_NP15_GEN-APND,CH.STN._7_N001,TH_NP15_GEN-APND,CH,,,,,,,,unplaced
TH_SP15_GEN-APND,OASISG2_7_N001,TH_SP15_GEN-APND,OASISG,63941.0,Oasis Alta,CA,35.059166,-118.291944,5.0,0.0,precise
TH_SP15_GEN-APND,LITEHIPE_2_N041,TH_SP15_GEN-APND,LITEHIPE,,,,,,,,unplaced
TH_NP15_GEN-APND,STKTONA_1_LN001,TH_NP15_GEN-APND,STKTONA,,,,,,,,unplaced
TH_SP15_GEN-APND,MONLTS12_7_N005,TH_SP15_GEN-APND,MONLTS,,,,,,,,unplaced
TH_NP15_GEN-APND,JVENTER_2_N001,TH_NP15_GEN-APND,JVENTER,,,,,,,,unplaced
TH_SP15_GEN-APND,ZONDWIND_6_N004,TH_SP15_GEN-APND,ZONDWIND,,,,,,,,unplaced
TH_NP15_GEN-APND,SANRAFL_1_N006,TH_NP15_GEN-APND,SANRAFL,,,,,,,,unplaced
TH_SP15_GEN-APND,GASLRAGN_7_N001,TH_SP15_GEN-APND,GASLRAGN,,,,,,,,unplaced
TH_SP15_GEN-APND,TWINKL_7_N005,TH_SP15_GEN-APND,TWINKL,,,,,,,,unplaced
TH_SP15_GEN-APND,LAGUBELL_6_N213,TH_SP15_GEN-APND,LAGUBELL,,,,,,,,unplaced
TH_SP15_GEN-APND,LAGUBELL_6_N212,TH_SP15_GEN-APND,LAGUBELL,,,,,,,,unplaced
TH_SP15_GEN-APND,HAMLIN_1_N007,TH_SP15_GEN-APND,HAMLIN,,,,,,,,unplaced
TH_SP15_GEN-APND,SOLSTR2B_7_N002,TH_SP15_GEN-APND,SOLSTR,58388.0,Solar Star 1,CA,34.8181,-118.4036,6.0,0.0,precise
TH_SP15_GEN-APND,SEAWND_1_B1,TH_SP15_GEN-APND,SEAWND,,,,,,,,unplaced
TH_NP15_GEN-APND,SANLEA_7_N001,TH_NP15_GEN-APND,SANLEA,,,,,,,,unplaced
TH_NP15_GEN-APND,KINGSRIV_7_B1,TH_NP15_GEN-APND,KINGSRIV,,,,,,,,unplaced
TH_SP15_GEN-APND,VENTSO_7_N2,TH_SP15_GEN-APND,VENTSO,59523.0,Five Points Solar Park,CA,36.386944,-120.236667,6.0,0.0,precise
TH_SP15_GEN-APND,RECTOR_6_N026,TH_SP15_GEN-APND,RECTOR,58202.0,RE Victor Phelan Solar One LLC,CA,34.51231,-117.47753,6.0,0.0,precise
TH_SP15_GEN-APND,ROSAMOND_6_B1,TH_SP15_GEN-APND,ROSAMOND,,,,,,,,unplaced
TH_SP15_GEN-APND,LSQ855_7_N001,TH_SP15_GEN-APND,LSQ,,,,,,,,unplaced
TH_SP15_GEN-APND,SANBRN_7_N001A,TH_SP15_GEN-APND,SANBRN,,,,,,,,unplaced
TH_SP15_GEN-APND,VESTAL_2_B1,TH_SP15_GEN-APND,VESTAL,58644.0,Silver State Solar Power South,NV,35.63,-115.32,6.0,0.0,precise
TH_SP15_GEN-APND,VICTOR_7_GN002,TH_SP15_GEN-APND,VICTOR,65743.0,Victory Pass,CA,33.701001,-115.316292,6.0,0.0,precise
TH_SP15_GEN-APND,CNTFLT_7_ND002,TH_SP15_GEN-APND,CNTFLT,,,,,,,,unplaced
TH_NP15_GEN-APND,SCARLT_7_N001,TH_NP15_GEN-APND,SCARLT,,,,,,,,unplaced
TH_ZP26_GEN-APND,S654SS_1_B1,TH_ZP26_GEN-APND,S,,,,,,,,unplaced
TH_SP15_GEN-APND,EASLEY_7_N003,TH_SP15_GEN-APND,EASLEY,,,,,,,,unplaced
TH_SP15_GEN-APND,TOT032G5_7_N001,TH_SP15_GEN-APND,TOT,,,,,,,,unplaced
TH_ZP26_GEN-APND,SISQUOC_1_GN001,TH_ZP26_GEN-APND,SISQUOC,,,,,,,,unplaced
TH_NP15_GEN-APND,SCARLT_7_CN1,TH_NP15_GEN-APND,SCARLT,,,,,,,,unplaced
TH_SP15_GEN-APND,OLINDA_6_N009,TH_SP15_GEN-APND,OLINDA,10206.0,Loma Linda University Cogen,CA,34.050391,-117.248417,6.0,0.0,precise
TH_NP15_GEN-APND,VLLYSPS_6_B1,TH_NP15_GEN-APND,VLLYSPS,,,,,,,,unplaced
TH_NP15_GEN-APND,NHGNDM_7_N001,TH_NP15_GEN-APND,NHGNDM,,,,,,,,unplaced
TH_SP15_GEN-APND,ESCNDO_7_N002,TH_SP15_GEN-APND,ESCNDO,,,,,,,,unplaced
TH_NP15_GEN-APND,KNGSRVR_1_B1,TH_NP15_GEN-APND,KNGSRVR,,,,,,,,unplaced
TH_ZP26_GEN-APND,OLDRIVR_6_N007,TH_ZP26_GEN-APND,OLDRIVR,58986.0,"RE Old River One, LLC",CA,35.223333,-119.088889,7.0,0.0,precise
TH_NP15_GEN-APND,BELLOTA_2_B1,TH_NP15_GEN-APND,BELLOTA,,,,,,,,unplaced
TH_SP15_GEN-APND,WHITEW_7_N001,TH_SP15_GEN-APND,WHITEW,60572.0,White Wing Solar,AZ,32.994056,-113.508806,6.0,0.0,precise
TH_SP15_GEN-APND,MANZNA_7_N011,TH_SP15_GEN-APND,MANZNA,57484.0,Manzana Wind LLC,CA,34.9349,-118.4612,6.0,0.0,precise
TH_SP15_GEN-APND,PSP33A_7_N101,TH_SP15_GEN-APND,PSP,,,,,,,,unplaced
TH_NP15_GEN-APND,PITSBURG_1_B1,TH_NP15_GEN-APND,PITSBURG,,,,,,,,unplaced
TH_NP15_GEN-APND,CCSUB_6_N024,TH_NP15_GEN-APND,CCSUB,,,,,,,,unplaced
TH_SP15_GEN-APND,VICTOR_7_N005,TH_SP15_GEN-APND,VICTOR,65743.0,Victory Pass,CA,33.701001,-115.316292,6.0,0.0,precise
TH_SP15_GEN-APND,OXGEN_7_B1,TH_SP15_GEN-APND,OXGEN,,,,,,,,unplaced
TH_ZP26_GEN-APND,PSE-LVOK_7_B1,TH_ZP26_GEN-APND,PSE,,,,,,,,unplaced
TH_SP15_GEN-APND,PADUA_6_N006,TH_SP15_GEN-APND,PADUA,,,,,,,,unplaced
TH_SP15_GEN-APND,GOLETA_6_N204,TH_SP15_GEN-APND,GOLETA,66394.0,"Goleta Energy Storage, LLC",CA,34.432367,-119.868084,6.0,0.0,precise
TH_SP15_GEN-APND,RTEDDYG3_7_N004,TH_SP15_GEN-APND,RTEDDYG,,,,,,,,unplaced
TH_NP15_GEN-APND,EDES_7_N002,TH_NP15_GEN-APND,EDES,,,,,,,,unplaced
TH_SP15_GEN-APND,DRYRANCH_7_N001,TH_SP15_GEN-APND,DRYRANCH,58627.0,Western Antelope Dry Ranch,CA,34.688889,-118.320278,8.0,0.0,precise
TH_SP15_GEN-APND,OTAY_6_B1,TH_SP15_GEN-APND,OTAY,,,,,,,,unplaced
TH_NP15_GEN-APND,INTLTUR_6_N003,TH_NP15_GEN-APND,INTLTUR,,,,,,,,unplaced
TH_NP15_GEN-APND,GREGG_2_B1,TH_NP15_GEN-APND,GREGG,,,,,,,,unplaced
TH_NP15_GEN-APND,BLCKBUTT_7_B1,TH_NP15_GEN-APND,BLCKBUTT,,,,,,,,unplaced
TH_PACW_GEN-APND,CHILOQUI_GNODE1,TH_PACW_GEN-APND,CHILOQUI,10175.0,Childrens Hospital,CA,32.7992,-117.1517,4.0,0.0,precise
TH_NP15_GEN-APND,KINGSBRG_7_N002,TH_NP15_GEN-APND,KINGSBRG,,,,,,,,unplaced
TH_SP15_GEN-APND,VLYCGEN_7_N004,TH_SP15_GEN-APND,VLYCGEN,,,,,,,,unplaced
TH_ZP26_GEN-APND,CHESTN_7_NSR1,TH_ZP26_GEN-APND,CHESTN,,,,,,,,unplaced
TH_NP15_GEN-APND,CITYUKH_1_N001,TH_NP15_GEN-APND,CITYUKH,,,,,,,,unplaced
TH_NP15_GEN-APND,COLGATE_2_B1,TH_NP15_GEN-APND,COLGATE,454.0,Colgate,CA,39.330833,-121.191666,7.0,0.0,precise
TH_SP15_GEN-APND,LAGUBELL_2_B1,TH_SP15_GEN-APND,LAGUBELL,,,,,,,,unplaced
TH_SP15_GEN-APND,DELSURC1_7_N002,TH_SP15_GEN-APND,DELSURC,,,,,,,,unplaced
TH_ZP26_GEN-APND,FIFTHS_7_N002,TH_ZP26_GEN-APND,FIFTHS,64197.0,"Fifth Standard Solar PV, LLC (Hybrid)",CA,36.153193,-120.104476,6.0,0.0,precise
TH_ZP26_GEN-APND,AVENGEN_7_N001,TH_ZP26_GEN-APND,AVENGEN,55627.0,Goose Haven Energy Center,CA,38.226752,-121.843271,7.0,0.0,precise
TH_NP15_GEN-APND,CARBERRY_2_B1,TH_NP15_GEN-APND,CARBERRY,,,,,,,,unplaced
TH_SP15_GEN-APND,OBERON_7_N102,TH_SP15_GEN-APND,OBERON,65734.0,Oberon Solar Project,CA,33.72899,-115.38238,6.0,0.0,precise
TH_NP15_GEN-APND,STROUD_6_N003,TH_NP15_GEN-APND,STROUD,57497.0,Stroud Solar Station,CA,36.531389,-120.106944,6.0,0.0,precise
TH_PACW_GEN-APND,SWIFT2_NODE1,TH_PACW_GEN-APND,SWIFT,3850.0,Swift 1,WA,46.060833,-122.201667,5.0,0.0,precise
TH_NP15_GEN-APND,COBURN_2_B1,TH_NP15_GEN-APND,COBURN,,,,,,,,unplaced
TH_ZP26_GEN-APND,KERNPWR_1_B1,TH_ZP26_GEN-APND,KERNPWR,,,,,,,,unplaced
TH_SP15_GEN-APND,VICTOR_7_N013,TH_SP15_GEN-APND,VICTOR,65743.0,Victory Pass,CA,33.701001,-115.316292,6.0,0.0,precise
TH_SP15_GEN-APND,PSP44B_7_N101,TH_SP15_GEN-APND,PSP,,,,,,,,unplaced
TH_SP15_GEN-APND,ESRPP1_7_N005,TH_SP15_GEN-APND,ESRPP,,,,,,,,unplaced
TH_ZP26_GEN-APND,AQUAWS_7_N002,TH_ZP26_GEN-APND,AQUAWS,62547.0,Aquamarine,CA,36.189722,-119.904166,4.0,0.0,precise
TH_PACW_GEN-APND,COID_NODE2,TH_PACW_GEN-APND,COID,,,,,,,,unplaced
TH_NP15_GEN-APND,CRESTA_2_B1,TH_NP15_GEN-APND,CRESTA,,,,,,,,unplaced
TH_SP15_GEN-APND,EDWARD_7_N005,TH_SP15_GEN-APND,EDWARD,437.0,Edward C Hyatt,CA,39.542985,-121.492188,6.0,0.0,precise
TH_SP15_GEN-APND,WDT273_7_N006,TH_SP15_GEN-APND,WDT,,,,,,,,unplaced
TH_NP15_GEN-APND,MARTINC_1_GN001,TH_NP15_GEN-APND,MARTINC,54912.0,Martinez Refining,CA,38.0169,-122.1117,6.0,0.0,precise
TH_NP15_GEN-APND,PUTHCR_7_N004,TH_NP15_GEN-APND,PUTHCR,,,,,,,,unplaced
TH_SP15_GEN-APND,ENCINA_2_B1,TH_SP15_GEN-APND,ENCINA,,,,,,,,unplaced
TH_SP15_GEN-APND,BSKYNPM_7_N003,TH_SP15_GEN-APND,BSKYNPM,,,,,,,,unplaced
TH_PACW_GEN-APND,MCCARTIE_GNODE1,TH_PACW_GEN-APND,MCCARTIE,,,,,,,,unplaced
TH_NP15_GEN-APND,STOREY1_2_N003,TH_NP15_GEN-APND,STOREY,63735.0,Silverstrand Grid Energy Storage System,CA,34.20774,-119.079813,6.0,0.0,precise
TH_NP15_GEN-APND,BOWMAN_7_N002,TH_NP15_GEN-APND,BOWMAN,59461.0,"Bowerman Power LFG, LLC",CA,33.718889,-117.702222,6.0,0.0,precise
TH_ZP26_GEN-APND,FIFTHS_7_N003,TH_ZP26_GEN-APND,FIFTHS,64197.0,"Fifth Standard Solar PV, LLC (Hybrid)",CA,36.153193,-120.104476,6.0,0.0,precise
TH_SP15_GEN-APND,WALNUT_6_N011,TH_SP15_GEN-APND,WALNUT,4256.0,Walnut,CA,37.4903,-120.9044,6.0,0.0,precise
TH_SP15_GEN-APND,DELSURC1_7_N004,TH_SP15_GEN-APND,DELSURC,,,,,,,,unplaced
TH_NP15_GEN-APND,HIGGINS_1_GN001,TH_NP15_GEN-APND,HIGGINS,,,,,,,,unplaced
TH_NP15_GEN-APND,VACA-DIX_1_B1,TH_NP15_GEN-APND,VACA,,,,,,,,unplaced
TH_SP15_GEN-APND,CHINO_6_N003,TH_SP15_GEN-APND,CHINO,50850.0,CamChino Leasing LLC,CA,33.989626,-117.680911,5.0,0.0,precise
TH_SP15_GEN-APND,MISSION_2_N035,TH_SP15_GEN-APND,MISSION,,,,,,,,unplaced
TH_SP15_GEN-APND,AVLYSLR_7_CN1,TH_SP15_GEN-APND,AVLYSLR,57439.0,California Valley Solar Ranch,CA,35.323739,-119.91663,7.0,0.0,precise
TH_SP15_GEN-APND,GASKW1_7_N014,TH_SP15_GEN-APND,GASKW,61445.0,Gaskell West 1 Solar Facility,CA,34.832786,-118.563578,5.0,0.0,precise
TH_SP15_GEN-APND,SLOTH_7_NBT1,TH_SP15_GEN-APND,SLOTH,,,,,,,,unplaced
TH_SP15_GEN-APND,DAGGET_7_N017,TH_SP15_GEN-APND,DAGGET,64852.0,Daggett 3,CA,34.860918,-116.855281,6.0,0.0,precise
TH_SP15_GEN-APND,VPASS_7_NSR1,TH_SP15_GEN-APND,VPASS,,,,,,,,unplaced
TH_SP15_GEN-APND,CHARMNGN_7_N001,TH_SP15_GEN-APND,CHARMNGN,,,,,,,,unplaced
TH_SP15_GEN-APND,LNCSTRC1_7_N003,TH_SP15_GEN-APND,LNCSTRC,59962.0,North Lancaster Ranch,CA,34.719538,-118.31301,7.0,0.0,precise
TH_NP15_GEN-APND,GRIZZLY1_1_B1,TH_NP15_GEN-APND,GRIZZLY,7338.0,Grizzly,CA,39.889287,-121.279173,7.0,0.0,precise
TH_SP15_GEN-APND,ALTWD1_7_N003,TH_SP15_GEN-APND,ALTWD,,,,,,,,unplaced
TH_PACW_GEN-APND,GARRETT_1_SOLAR1GNODE,TH_PACW_GEN-APND,GARRETT,63301.0,Garrett Solar,OR,42.16,-120.4,7.0,0.0,precise
TH_NP15_GEN-APND,SANLUIS4_7_B1,TH_NP15_GEN-APND,SANLUIS,,,,,,,,unplaced
TH_SP15_GEN-APND,CENTPD_7_N003,TH_SP15_GEN-APND,CENTPD,,,,,,,,unplaced
TH_ZP26_GEN-APND,PSEMCKIT_7_B1,TH_ZP26_GEN-APND,PSEMCKIT,,,,,,,,unplaced
TH_SP15_GEN-APND,LNCSTRC1_7_N002,TH_SP15_GEN-APND,LNCSTRC,59962.0,North Lancaster Ranch,CA,34.719538,-118.31301,7.0,0.0,precise
TH_NP15_GEN-APND,HARTERTP_6_B1,TH_NP15_GEN-APND,HARTERTP,,,,,,,,unplaced
TH_NP15_GEN-APND,LODISTG_7_B1,TH_NP15_GEN-APND,LODISTG,,,,,,,,unplaced
TH_SP15_GEN-APND,OASISC1_7_N008,TH_SP15_GEN-APND,OASISC,59528.0,Solar Oasis LLC,CA,34.648889,-118.076667,6.0,0.0,precise
TH_NP15_GEN-APND,DAVIS_1_N029,TH_NP15_GEN-APND,DAVIS,59872.0,UC Davis South Campus,CA,38.55,-121.75,5.0,0.0,precise
TH_SP15_GEN-APND,PSP33B_7_N101,TH_SP15_GEN-APND,PSP,,,,,,,,unplaced
TH_PACW_GEN-APND,AGATEBAY_7_GNODE1,TH_PACW_GEN-APND,AGATEBAY,,,,,,,,unplaced
TH_SP15_GEN-APND,LCKHT1_7_N006,TH_SP15_GEN-APND,LCKHT,,,,,,,,unplaced
TH_SP15_GEN-APND,HAMLIN_1_N008,TH_SP15_GEN-APND,HAMLIN,,,,,,,,unplaced
TH_NP15_GEN-APND,CLARMNT_1_N028,TH_NP15_GEN-APND,CLARMNT,,,,,,,,unplaced
TH_SP15_GEN-APND,TOT223G_7_NT1A,TH_SP15_GEN-APND,TOT,,,,,,,,unplaced
TH_NP15_GEN-APND,BERCYN_7_N001,TH_NP15_GEN-APND,BERCYN,,,,,,,,unplaced
TH_SP15_GEN-APND,SUNCAT_7_CN4,TH_SP15_GEN-APND,SUNCAT,57360.0,Sun City Project LLC,CA,35.983056,-120.110277,4.0,0.0,precise
TH_SP15_GEN-APND,CORAMB_7_N003,TH_SP15_GEN-APND,CORAMB,,,,,,,,unplaced
TH_NP15_GEN-APND,KRMNFCP_7_N002,TH_NP15_GEN-APND,KRMNFCP,,,,,,,,unplaced
TH_NP15_GEN-APND,SANLUIS6_7_B3,TH_NP15_GEN-APND,SANLUIS,,,,,,,,unplaced
TH_SP15_GEN-APND,VICTOR_7_N010,TH_SP15_GEN-APND,VICTOR,65743.0,Victory Pass,CA,33.701001,-115.316292,6.0,0.0,precise
TH_ZP26_GEN-APND,SOLBLU_7_NSR2,TH_ZP26_GEN-APND,SOLBLU,63848.0,Solar Blue,CA,36.173967,-119.904349,6.0,0.0,precise
TH_SP15_GEN-APND,GARBT1GN_7_N001,TH_SP15_GEN-APND,GARBT,,,,,,,,unplaced
TH_PACW_GEN-APND,TIETONHY_NODET,TH_PACW_GEN-APND,TIETONHY,57496.0,Tieton Dam Hydro Electric Project,WA,46.658,-121.1287,8.0,0.0,precise
TH_PACW_GEN-APND,ROSEBURL_NODEB,TH_PACW_GEN-APND,ROSEBURL,56469.0,Roseburg Forest Products Biomass,CA,41.435556,-122.376944,7.0,0.0,precise
TH_PACW_GEN-APND,SWIFT1_NODE3,TH_PACW_GEN-APND,SWIFT,3850.0,Swift 1,WA,46.060833,-122.201667,5.0,0.0,precise
TH_PACW_GEN-APND,PRAP_PAC_GNODE1,TH_PACW_GEN-APND,PRAP,64864.0,Chaparral Springs,CA,34.870764,-118.3195,4.0,0.0,precise
TH_PACW_GEN-APND,COID_NODE1,TH_PACW_GEN-APND,COID,,,,,,,,unplaced
TH_PACW_GEN-APND,GREENSPR_GNODE,TH_PACW_GEN-APND,GREENSPR,6403.0,Green Springs,OR,42.121168,-122.547896,8.0,0.0,precise
TH_PACW_GEN-APND,OPALSPRI_NODET,TH_PACW_GEN-APND,OPALSPRI,,,,,,,,unplaced
TH_ZP26_GEN-APND,GOSLKPV_7_N003,TH_ZP26_GEN-APND,GOSLKPV,,,,,,,,unplaced
TH_SP15_GEN-APND,WS9_7_N001,TH_SP15_GEN-APND,WS,,,,,,,,unplaced
TH_NP15_GEN-APND,DRUM_1_B1,TH_NP15_GEN-APND,DRUM,236.0,Drum 2,CA,39.257388,-120.767046,4.0,0.0,precise
TH_SP15_GEN-APND,BOULEVRD_1_B1,TH_SP15_GEN-APND,BOULEVRD,66279.0,Boulevard Energy Storage,CA,32.66184,-116.2734,8.0,0.0,precise
TH_NP15_GEN-APND,PROXSR_7_N004,TH_NP15_GEN-APND,PROXSR,66270.0,Proxima,CA,37.40035,-121.16284,4.0,0.0,precise
TH_NP15_GEN-APND,STOREY1_2_N007,TH_NP15_GEN-APND,STOREY,63735.0,Silverstrand Grid Energy Storage System,CA,34.20774,-119.079813,6.0,0.0,precise
TH_NP15_GEN-APND,FREC_7_B1,TH_NP15_GEN-APND,FREC,,,,,,,,unplaced
TH_SP15_GEN-APND,MRCHNT2_7_N001,TH_SP15_GEN-APND,MRCHNT,,,,,,,,unplaced
TH_NP15_GEN-APND,ONEILPMP_7_N006,TH_NP15_GEN-APND,ONEILPMP,446.0,ONeill,CA,37.098671,-121.047718,5.0,0.0,precise
TH_NP15_GEN-APND,GEN_BUS_7_N003,TH_NP15_GEN-APND,GEN,,,,,,,,unplaced
TH_NP15_GEN-APND,PEORIA_7_N003,TH_NP15_GEN-APND,PEORIA,,,,,,,,unplaced
TH_PACW_GEN-APND,SWANSON_7_GNODE1,TH_PACW_GEN-APND,SWANSON,819.0,Swan Falls,ID,43.2435,-116.3791,4.0,0.0,precise
TH_SP15_GEN-APND,SOLCA_7_NBT2,TH_SP15_GEN-APND,SOLCA,,,,,,,,unplaced
TH_NP15_GEN-APND,SNDBRJT_1_B1,TH_NP15_GEN-APND,SNDBRJT,,,,,,,,unplaced
TH_SP15_GEN-APND,BIGSK230_2_N025,TH_SP15_GEN-APND,BIGSK,60279.0,Antelope Big Sky Ranch,CA,34.694839,-118.28769,5.0,0.0,precise
TH_SP15_GEN-APND,BLUESKY_7_N001,TH_SP15_GEN-APND,BLUESKY,59961.0,Western Antelope Blue Sky B,CA,34.73206,-118.313573,7.0,0.0,precise
TH_SP15_GEN-APND,CONTROLX_1_N005,TH_SP15_GEN-APND,CONTROLX,,,,,,,,unplaced
TH_PACW_GEN-APND,WOODLINE_GNODE1,TH_PACW_GEN-APND,WOODLINE,419.0,Woodleaf,CA,39.553811,-121.204077,5.0,0.0,precise
TH_NP15_GEN-APND,WADHAM_7_B1,TH_NP15_GEN-APND,WADHAM,50293.0,Wadham Energy,CA,39.1062,-122.1096,6.0,0.0,precise
TH_NP15_GEN-APND,RICHGEN_7_N002,TH_NP15_GEN-APND,RICHGEN,,,,,,,,unplaced
TH_SP15_GEN-APND,OASISC1_7_N011,TH_SP15_GEN-APND,OASISC,59528.0,Solar Oasis LLC,CA,34.648889,-118.076667,6.0,0.0,precise
TH_SP15_GEN-APND,CARLTNHS_1_N011,TH_SP15_GEN-APND,CARLTNHS,59002.0,Carlsbad Energy Center,CA,33.140507,-117.333916,4.0,0.0,precise
TH_SP15_GEN-APND,SOLCA_7_NSR3,TH_SP15_GEN-APND,SOLCA,,,,,,,,unplaced
TH_SP15_GEN-APND,DRACKRS4_7_N003,TH_SP15_GEN-APND,DRACKRS,,,,,,,,unplaced
