physical_line,n_scenarios,sum_abs_mu,sub1,sub2,kV,matched_path,rating_MW,rating_source,match_confidence
NOM:30060_MIDWAY  _500_24156_VINCENT _500_BR_1 _3,1.0,695.84305,MIDWAY,VINCENT,500.0,Northern -Southern California,4000.0,WECC path 26,6
ITC:YU XFMR2 A  69KV,1.0,652.5061,YU,,69.0,,150.0,voltage proxy 69 kV,0
NOM:35122_NWARK EF_115_36851_NORTHERN_115_BR_2 _1,1.0,597.4991299999999,NWARKEF,NORTHERN,115.0,,250.0,voltage proxy 115 kV,0
NOM:30915_MORROBAY_230_30916_SOLARSS _230_BR_1 _1,1.0,463.42286,MORROBAY,SOLARSS,230.0,,700.0,voltage proxy 230 kV,0
ITC:BPAT_NET_ITC,2.0,436.8780999999999,BPAT,,,,,unknown,0
NOM:35122_NWARK EF_115_35602_ZNKER J2_115_BR_1 _1,1.0,348.53056000000004,NWARKEF,ZNKERJ2,115.0,,250.0,voltage proxy 115 kV,0
ITC:PACE_POPWEST_ITC,1.0,314.44205,PACE,,,,,unknown,0
ITC:HURRICAW_WALAWALA_230,1.0,300.2531,HURRICAW,,,,,unknown,0
ITC:IPCO_NET_ITC,2.0,281.92105000000004,IPCO,,,,,unknown,0
NOM:7820_TL 230S_IV-SX-OUT_NG,1.0,280.3846,,,,,,unknown,0
NOM:33020_MORAGA  _115_35101_SN LNDRO_115_BR_2 _1,1.0,210.13318,MORAGA,SNLNDRO,115.0,,250.0,voltage proxy 115 kV,0
ITC:TEPC_BA_EXP_ITC,1.0,168.33533,TEPC,,,,,unknown,0
ITC:GON-IPP 230,1.0,155.69952,GON,IPP,,,,unknown,0
NOM:30060_MIDWAY  _500_24156_VINCENT _500_BR_2 _3,2.0,138.16039999999998,MIDWAY,VINCENT,500.0,Northern -Southern California,4000.0,WECC path 26,6
ITC:PACE_PATHC_ITC,1.0,133.09245,PACE,,,,,unknown,0
ITC:MPSN T342,1.0,125.80596,MPSN,,,,,unknown,0
ITC:HA-RE_345KV,1.0,122.22038,HA,RE,345.0,West of Hatwai,4277.0,WECC path 6,2
NOM:24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1,1.0,96.1958,NEENACH,TAP85,66.0,,,voltage 66 kV (no proxy),0
ITC:STB_STE2,1.0,91.81738,STB,,,,,unknown,0
ITC:Line_FC-MK_500KV,1.0,76.95166,FC,MK,500.0,West of Cascades -South,7200.0,WECC path 5,2
ITC:LoneMesa345_34X1,1.0,69.76989,LoneMesa345,,,,,unknown,0
NOM:34375_ULTPWRJ _115_34377_AIRPROD _115_BR_1 _1,1.0,68.99489,ULTPWRJ,AIRPROD,115.0,,250.0,voltage proxy 115 kV,0
ITC:IPCO_LAGRANDE_ITC,1.0,66.20383999999999,IPCO,,,,,unknown,0
ITC:PGE_NET_ITC,2.0,48.93142,PGE,,,,,unknown,0
ITC:MALIN500_ISL,2.0,44.96033,MALIN500,,,,,unknown,0
NOM:6410_CP1_NG,1.0,44.35858,,,,,,unknown,0
NOM:99002_MOE-ELD _500_24042_ELDORDO _500_BR_1 _2,1.0,36.0789,MOE-ELD,ELDORDO,500.0,,2500.0,voltage proxy 500 kV,0
ITC:PNM_SRP_ITC,1.0,32.016909999999996,PNM,,,,,unknown,0
NOM:7510-PAS-BAI-PAR-OOS_NG,1.0,28.964129999999997,,,,,,unknown,0
NOM:22524_MORHILTP_69.0_22440_MELROSE _69.0_BR_1 _1,1.0,23.18266,MORHILTP,MELROSE,69.0,,150.0,voltage proxy 69 kV,0
ITC:EPE_SNMIC_ITC,1.0,12.15825,EPE,,,,,unknown,0
ITC:HWD_FAR B REA,1.0,10.55605,HWD,,,,,unknown,0
ITC:SUMMIT_ITC,1.0,0.5244,SUMMIT,,,,,unknown,0
ITC:MERCHANT_ITC,1.0,0.5244,MERCHANT,,,,,unknown,0
ITC:NWMT_AMPS_EAST,1.0,0.06,NWMT,,,,,unknown,0
ITC:PARKER_ITC,2.0,0.0152,PARKER,,,,,unknown,0
ITC:NORTHGILA500_ITC,1.0,0.0088,NORTHGILA500,,,,,unknown,0
ITC:WALC_NET_IMPORT_ITC,1.0,0.0084,WALC,,,,,unknown,0
ITC:WALC_TEP_IMPORT_ITC,1.0,0.0012,WALC,,,,,unknown,0
ITC:BLYTHE_ITC,1.0,0.0004,BLYTHE,,,,,unknown,0
