physical_line,n_tpp_projects,earliest_isd_active,latest_isd_active,oldest_plan_year,max_slip_years,projects_summary,projects_summary_html,sources_checked_html
ITC:LoneMesa345_34X1,0,,,,,,,"&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/appendix-h-board-approved-2024-2025-transmission-plan.pdf"" target=""_blank"" rel=""noopener"">CAISO 2024-2025 Board-Approved Transmission Plan, Appendix H</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/attachment-1-approved-projects-transmission-planning-process-oct-2025.pdf"" target=""_blank"" rel=""noopener"">CAISO Approved Projects Attachment 1 (Oct 2025, SCE)</a>"
ITC:Lordburg 115_69,0,,,,,,,"&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/appendix-h-board-approved-2024-2025-transmission-plan.pdf"" target=""_blank"" rel=""noopener"">CAISO 2024-2025 Board-Approved Transmission Plan, Appendix H</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/attachment-1-approved-projects-transmission-planning-process-oct-2025.pdf"" target=""_blank"" rel=""noopener"">CAISO Approved Projects Attachment 1 (Oct 2025, SCE)</a>"
ITC:MALIN500_ISL,0,,,,,,,"&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/appendix-h-board-approved-2024-2025-transmission-plan.pdf"" target=""_blank"" rel=""noopener"">CAISO 2024-2025 Board-Approved Transmission Plan, Appendix H</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/attachment-1-approved-projects-transmission-planning-process-oct-2025.pdf"" target=""_blank"" rel=""noopener"">CAISO Approved Projects Attachment 1 (Oct 2025, SCE)</a>"
ITC:MCL_PE_SHW_V682,0,,,,,,,"&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/appendix-h-board-approved-2024-2025-transmission-plan.pdf"" target=""_blank"" rel=""noopener"">CAISO 2024-2025 Board-Approved Transmission Plan, Appendix H</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/attachment-1-approved-projects-transmission-planning-process-oct-2025.pdf"" target=""_blank"" rel=""noopener"">CAISO Approved Projects Attachment 1 (Oct 2025, SCE)</a>"
ITC:ME-USAF 138,0,,,,,,,"&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/appendix-h-board-approved-2024-2025-transmission-plan.pdf"" target=""_blank"" rel=""noopener"">CAISO 2024-2025 Board-Approved Transmission Plan, Appendix H</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/attachment-1-approved-projects-transmission-planning-process-oct-2025.pdf"" target=""_blank"" rel=""noopener"">CAISO Approved Projects Attachment 1 (Oct 2025, SCE)</a>"
ITC:MERCHANT_ITC,0,,,,,,,"&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/appendix-h-board-approved-2024-2025-transmission-plan.pdf"" target=""_blank"" rel=""noopener"">CAISO 2024-2025 Board-Approved Transmission Plan, Appendix H</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/attachment-1-approved-projects-transmission-planning-process-oct-2025.pdf"" target=""_blank"" rel=""noopener"">CAISO Approved Projects Attachment 1 (Oct 2025, SCE)</a>"
ITC:MPSN T341,0,,,,,,,"&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/appendix-h-board-approved-2024-2025-transmission-plan.pdf"" target=""_blank"" rel=""noopener"">CAISO 2024-2025 Board-Approved Transmission Plan, Appendix H</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/attachment-1-approved-projects-transmission-planning-process-oct-2025.pdf"" target=""_blank"" rel=""noopener"">CAISO Approved Projects Attachment 1 (Oct 2025, SCE)</a>"
ITC:MPSN T342,0,,,,,,,"&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/appendix-h-board-approved-2024-2025-transmission-plan.pdf"" target=""_blank"" rel=""noopener"">CAISO 2024-2025 Board-Approved Transmission Plan, Appendix H</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/attachment-1-approved-projects-transmission-planning-process-oct-2025.pdf"" target=""_blank"" rel=""noopener"">CAISO Approved Projects Attachment 1 (Oct 2025, SCE)</a>"
ITC:MRHL_SHWD_V1607,0,,,,,,,"&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/appendix-h-board-approved-2024-2025-transmission-plan.pdf"" target=""_blank"" rel=""noopener"">CAISO 2024-2025 Board-Approved Transmission Plan, Appendix H</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/attachment-1-approved-projects-transmission-planning-process-oct-2025.pdf"" target=""_blank"" rel=""noopener"">CAISO Approved Projects Attachment 1 (Oct 2025, SCE)</a>"
ITC:MRHL_STMW_V11712,0,,,,,,,"&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/appendix-h-board-approved-2024-2025-transmission-plan.pdf"" target=""_blank"" rel=""noopener"">CAISO 2024-2025 Board-Approved Transmission Plan, Appendix H</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/attachment-1-approved-projects-transmission-planning-process-oct-2025.pdf"" target=""_blank"" rel=""noopener"">CAISO Approved Projects Attachment 1 (Oct 2025, SCE)</a>"
ITC:Midpoint_West,0,,,,,,,"&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/appendix-h-board-approved-2024-2025-transmission-plan.pdf"" target=""_blank"" rel=""noopener"">CAISO 2024-2025 Board-Approved Transmission Plan, Appendix H</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/attachment-1-approved-projects-transmission-planning-process-oct-2025.pdf"" target=""_blank"" rel=""noopener"">CAISO Approved Projects Attachment 1 (Oct 2025, SCE)</a>"
ITC:NEVP_NET_ITC,0,,,,,,,"&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/appendix-h-board-approved-2024-2025-transmission-plan.pdf"" target=""_blank"" rel=""noopener"">CAISO 2024-2025 Board-Approved Transmission Plan, Appendix H</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/attachment-1-approved-projects-transmission-planning-process-oct-2025.pdf"" target=""_blank"" rel=""noopener"">CAISO Approved Projects Attachment 1 (Oct 2025, SCE)</a>"
ITC:NG XFMR4 A  69KV,0,,,,,,,"&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/appendix-h-board-approved-2024-2025-transmission-plan.pdf"" target=""_blank"" rel=""noopener"">CAISO 2024-2025 Board-Approved Transmission Plan, Appendix H</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/attachment-1-approved-projects-transmission-planning-process-oct-2025.pdf"" target=""_blank"" rel=""noopener"">CAISO Approved Projects Attachment 1 (Oct 2025, SCE)</a>"
ITC:NOB_ITC,0,,,,,,,"&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/appendix-h-board-approved-2024-2025-transmission-plan.pdf"" target=""_blank"" rel=""noopener"">CAISO 2024-2025 Board-Approved Transmission Plan, Appendix H</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/attachment-1-approved-projects-transmission-planning-process-oct-2025.pdf"" target=""_blank"" rel=""noopener"">CAISO Approved Projects Attachment 1 (Oct 2025, SCE)</a>"
ITC:NOPE,0,,,,,,,"&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/appendix-h-board-approved-2024-2025-transmission-plan.pdf"" target=""_blank"" rel=""noopener"">CAISO 2024-2025 Board-Approved Transmission Plan, Appendix H</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/attachment-1-approved-projects-transmission-planning-process-oct-2025.pdf"" target=""_blank"" rel=""noopener"">CAISO Approved Projects Attachment 1 (Oct 2025, SCE)</a>"
ITC:NORTHGILA500_ITC,0,,,,,,,"&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/appendix-h-board-approved-2024-2025-transmission-plan.pdf"" target=""_blank"" rel=""noopener"">CAISO 2024-2025 Board-Approved Transmission Plan, Appendix H</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/attachment-1-approved-projects-transmission-planning-process-oct-2025.pdf"" target=""_blank"" rel=""noopener"">CAISO Approved Projects Attachment 1 (Oct 2025, SCE)</a>"
ITC:NTR-CAL__101,0,,,,,,,"&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/appendix-h-board-approved-2024-2025-transmission-plan.pdf"" target=""_blank"" rel=""noopener"">CAISO 2024-2025 Board-Approved Transmission Plan, Appendix H</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/attachment-1-approved-projects-transmission-planning-process-oct-2025.pdf"" target=""_blank"" rel=""noopener"">CAISO Approved Projects Attachment 1 (Oct 2025, SCE)</a>"
ITC:NTR-DRM_1 120,0,,,,,,,"&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/appendix-h-board-approved-2024-2025-transmission-plan.pdf"" target=""_blank"" rel=""noopener"">CAISO 2024-2025 Board-Approved Transmission Plan, Appendix H</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/attachment-1-approved-projects-transmission-planning-process-oct-2025.pdf"" target=""_blank"" rel=""noopener"">CAISO Approved Projects Attachment 1 (Oct 2025, SCE)</a>"
ITC:NVR-PTP__141,0,,,,,,,"&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/appendix-h-board-approved-2024-2025-transmission-plan.pdf"" target=""_blank"" rel=""noopener"">CAISO 2024-2025 Board-Approved Transmission Plan, Appendix H</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/attachment-1-approved-projects-transmission-planning-process-oct-2025.pdf"" target=""_blank"" rel=""noopener"">CAISO Approved Projects Attachment 1 (Oct 2025, SCE)</a>"
ITC:NW-USAF 138,0,,,,,,,"&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/appendix-h-board-approved-2024-2025-transmission-plan.pdf"" target=""_blank"" rel=""noopener"">CAISO 2024-2025 Board-Approved Transmission Plan, Appendix H</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/attachment-1-approved-projects-transmission-planning-process-oct-2025.pdf"" target=""_blank"" rel=""noopener"">CAISO Approved Projects Attachment 1 (Oct 2025, SCE)</a>"
ITC:NWMT_AMPS_EAST,0,,,,,,,"&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/appendix-h-board-approved-2024-2025-transmission-plan.pdf"" target=""_blank"" rel=""noopener"">CAISO 2024-2025 Board-Approved Transmission Plan, Appendix H</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/attachment-1-approved-projects-transmission-planning-process-oct-2025.pdf"" target=""_blank"" rel=""noopener"">CAISO Approved Projects Attachment 1 (Oct 2025, SCE)</a>"
ITC:NWMT_NET_ITC,0,,,,,,,"&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/appendix-h-board-approved-2024-2025-transmission-plan.pdf"" target=""_blank"" rel=""noopener"">CAISO 2024-2025 Board-Approved Transmission Plan, Appendix H</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/attachment-1-approved-projects-transmission-planning-process-oct-2025.pdf"" target=""_blank"" rel=""noopener"">CAISO Approved Projects Attachment 1 (Oct 2025, SCE)</a>"
ITC:PACE_FOURCORNE345_ITC,0,,,,,,,"&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/appendix-h-board-approved-2024-2025-transmission-plan.pdf"" target=""_blank"" rel=""noopener"">CAISO 2024-2025 Board-Approved Transmission Plan, Appendix H</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/attachment-1-approved-projects-transmission-planning-process-oct-2025.pdf"" target=""_blank"" rel=""noopener"">CAISO Approved Projects Attachment 1 (Oct 2025, SCE)</a>"
ITC:PACE_NET_ITC,0,,,,,,,"&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/appendix-h-board-approved-2024-2025-transmission-plan.pdf"" target=""_blank"" rel=""noopener"">CAISO 2024-2025 Board-Approved Transmission Plan, Appendix H</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/attachment-1-approved-projects-transmission-planning-process-oct-2025.pdf"" target=""_blank"" rel=""noopener"">CAISO Approved Projects Attachment 1 (Oct 2025, SCE)</a>"
ITC:PACE_PATHC_ITC,0,,,,,,,"&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/appendix-h-board-approved-2024-2025-transmission-plan.pdf"" target=""_blank"" rel=""noopener"">CAISO 2024-2025 Board-Approved Transmission Plan, Appendix H</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/attachment-1-approved-projects-transmission-planning-process-oct-2025.pdf"" target=""_blank"" rel=""noopener"">CAISO Approved Projects Attachment 1 (Oct 2025, SCE)</a>"
ITC:PACE_POPWEST_ITC,0,,,,,,,"&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/appendix-h-board-approved-2024-2025-transmission-plan.pdf"" target=""_blank"" rel=""noopener"">CAISO 2024-2025 Board-Approved Transmission Plan, Appendix H</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/attachment-1-approved-projects-transmission-planning-process-oct-2025.pdf"" target=""_blank"" rel=""noopener"">CAISO Approved Projects Attachment 1 (Oct 2025, SCE)</a>"
ITC:PACW_BPAT.PACW_ITC,0,,,,,,,"&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/appendix-h-board-approved-2024-2025-transmission-plan.pdf"" target=""_blank"" rel=""noopener"">CAISO 2024-2025 Board-Approved Transmission Plan, Appendix H</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/attachment-1-approved-projects-transmission-planning-process-oct-2025.pdf"" target=""_blank"" rel=""noopener"">CAISO Approved Projects Attachment 1 (Oct 2025, SCE)</a>"
ITC:PALOVRDE_ITC,0,,,,,,,"&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/appendix-h-board-approved-2024-2025-transmission-plan.pdf"" target=""_blank"" rel=""noopener"">CAISO 2024-2025 Board-Approved Transmission Plan, Appendix H</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/attachment-1-approved-projects-transmission-planning-process-oct-2025.pdf"" target=""_blank"" rel=""noopener"">CAISO Approved Projects Attachment 1 (Oct 2025, SCE)</a>"
ITC:PARKER_ITC,0,,,,,,,"&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/appendix-h-board-approved-2024-2025-transmission-plan.pdf"" target=""_blank"" rel=""noopener"">CAISO 2024-2025 Board-Approved Transmission Plan, Appendix H</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/attachment-1-approved-projects-transmission-planning-process-oct-2025.pdf"" target=""_blank"" rel=""noopener"">CAISO Approved Projects Attachment 1 (Oct 2025, SCE)</a>"
ITC:PATH47,0,,,,,,,"&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/appendix-h-board-approved-2024-2025-transmission-plan.pdf"" target=""_blank"" rel=""noopener"">CAISO 2024-2025 Board-Approved Transmission Plan, Appendix H</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/attachment-1-approved-projects-transmission-planning-process-oct-2025.pdf"" target=""_blank"" rel=""noopener"">CAISO Approved Projects Attachment 1 (Oct 2025, SCE)</a>"
ITC:PATH48,0,,,,,,,"&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/appendix-h-board-approved-2024-2025-transmission-plan.pdf"" target=""_blank"" rel=""noopener"">CAISO 2024-2025 Board-Approved Transmission Plan, Appendix H</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/attachment-1-approved-projects-transmission-planning-process-oct-2025.pdf"" target=""_blank"" rel=""noopener"">CAISO Approved Projects Attachment 1 (Oct 2025, SCE)</a>"
ITC:PGE_NET_ITC,0,,,,,,,"&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/appendix-h-board-approved-2024-2025-transmission-plan.pdf"" target=""_blank"" rel=""noopener"">CAISO 2024-2025 Board-Approved Transmission Plan, Appendix H</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/attachment-1-approved-projects-transmission-planning-process-oct-2025.pdf"" target=""_blank"" rel=""noopener"">CAISO Approved Projects Attachment 1 (Oct 2025, SCE)</a>"
ITC:PINALCENT500_ITC,0,,,,,,,"&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/appendix-h-board-approved-2024-2025-transmission-plan.pdf"" target=""_blank"" rel=""noopener"">CAISO 2024-2025 Board-Approved Transmission Plan, Appendix H</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/attachment-1-approved-projects-transmission-planning-process-oct-2025.pdf"" target=""_blank"" rel=""noopener"">CAISO Approved Projects Attachment 1 (Oct 2025, SCE)</a>"
ITC:PNM_NET_ITC,0,,,,,,,"&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/appendix-h-board-approved-2024-2025-transmission-plan.pdf"" target=""_blank"" rel=""noopener"">CAISO 2024-2025 Board-Approved Transmission Plan, Appendix H</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/attachment-1-approved-projects-transmission-planning-process-oct-2025.pdf"" target=""_blank"" rel=""noopener"">CAISO Approved Projects Attachment 1 (Oct 2025, SCE)</a>"
ITC:PNM_SRP_ITC,0,,,,,,,"&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/appendix-h-board-approved-2024-2025-transmission-plan.pdf"" target=""_blank"" rel=""noopener"">CAISO 2024-2025 Board-Approved Transmission Plan, Appendix H</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/attachment-1-approved-projects-transmission-planning-process-oct-2025.pdf"" target=""_blank"" rel=""noopener"">CAISO Approved Projects Attachment 1 (Oct 2025, SCE)</a>"
ITC:RIN_AWY 1,0,,,,,,,"&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/appendix-h-board-approved-2024-2025-transmission-plan.pdf"" target=""_blank"" rel=""noopener"">CAISO 2024-2025 Board-Approved Transmission Plan, Appendix H</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/attachment-1-approved-projects-transmission-planning-process-oct-2025.pdf"" target=""_blank"" rel=""noopener"">CAISO Approved Projects Attachment 1 (Oct 2025, SCE)</a>"
ITC:RIPU-TAGS1 115kv,0,,,,,,,"&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/appendix-h-board-approved-2024-2025-transmission-plan.pdf"" target=""_blank"" rel=""noopener"">CAISO 2024-2025 Board-Approved Transmission Plan, Appendix H</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/attachment-1-approved-projects-transmission-planning-process-oct-2025.pdf"" target=""_blank"" rel=""noopener"">CAISO Approved Projects Attachment 1 (Oct 2025, SCE)</a>"
ITC:RP _Prager_Monta,0,,,,,,,"&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/appendix-h-board-approved-2024-2025-transmission-plan.pdf"" target=""_blank"" rel=""noopener"">CAISO 2024-2025 Board-Approved Transmission Plan, Appendix H</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/attachment-1-approved-projects-transmission-planning-process-oct-2025.pdf"" target=""_blank"" rel=""noopener"">CAISO Approved Projects Attachment 1 (Oct 2025, SCE)</a>"
ITC:RUD T230H5001A,0,,,,,,,"&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/appendix-h-board-approved-2024-2025-transmission-plan.pdf"" target=""_blank"" rel=""noopener"">CAISO 2024-2025 Board-Approved Transmission Plan, Appendix H</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/attachment-1-approved-projects-transmission-planning-process-oct-2025.pdf"" target=""_blank"" rel=""noopener"">CAISO Approved Projects Attachment 1 (Oct 2025, SCE)</a>"
