physical_line,n_scenarios,sum_abs_mu,sub1,sub2,kV,matched_path,rating_MW,rating_source,match_confidence
NOM:30060_MIDWAY  _500_29402_WIRLWIND_500_BR_1 _2,2.0,34554.89704999999,MIDWAY,WIRLWIND,500.0,Northern -Southern California,4000.0,WECC path 26,6
NOM:32214_RIO OSO _115_32244_BRNSWKT2_115_BR_2 _1,2.0,33891.10576,RIOOSO,BRNSWKT2,115.0,,250.0,voltage proxy 115 kV,0
NOM:33543_AEC_TP2 _115_33540_TESLA   _115_BR_1 _1,1.0,33205.66299,TESLA,,115.0,,250.0,voltage proxy 115 kV,0
NOM:34882_SAN EMDO_70.0_34904_OLD RIVR_70.0_BR_1 _1,1.0,32648.44797,SANEMDO,OLDRIVR,70.0,,150.0,voltage proxy 70 kV,0
ITC:TEPC_BA_IMP_ITC,1.0,30507.808500000003,TEPC,,,,,unknown,0
NOM:31227_HGHLNDJ2_115_31950_CORTINA _115_BR_1 _1,1.0,29885.610189999996,HGHLNDJ2,CORTINA,115.0,,250.0,voltage proxy 115 kV,0
NOM:7450_CUYAMS_TAFT_70_1,1.0,28501.954060000004,,,,,,unknown,0
NOM:7430_CP6_NG,1.0,28191.307019999997,,,,,,unknown,0
ITC:SRP_NET_ITC,2.0,26231.81455,SRP,,,,,unknown,0
NOM:34009_CRWCRKSS_60.0_34016_CRWS LDS_60.0_BR_1 _1,1.0,26086.43712,CRWCRKSS,CRWSLDS,60.0,,150.0,voltage proxy 60 kV,0
ITC:SUMMIT_ITC,2.0,25000.3848,SUMMIT,,,,,unknown,0
NOM:7430_MEN_SNJQJ_HELM_70,1.0,24986.92193,,,,,,unknown,0
NOM:33932_MELONES _115_33922_R.TRACK _115_BR_1 _1,1.0,24910.77866,MELONES,R.TRACK,115.0,,250.0,voltage proxy 115 kV,0
NOM:32218_DRUM    _115_32244_BRNSWKT2_115_BR_2 _1,1.0,22705.23727,DRUM,BRNSWKT2,115.0,,250.0,voltage proxy 115 kV,0
NOM:TL687_BREGGO_NAROWS,1.0,21229.57917,,,,,,unknown,0
NOM:30735_METCALF _230_30042_METCALF _500_XF_12,1.0,19647.27,METCALF,,500.0,,2500.0,voltage proxy 500 kV,0
ITC:WMesaET1_448 MVA,2.0,16389.22047,WMesaET1,,,,448.0,ITC name (explicit MVA),0
ITC:EPE_NET_ITC,2.0,15715.47104,EPE,,,,,unknown,0
NOM:32056_CORTINA _60.0_30451_CRTNA  M_ 1.0_XF_1,1.0,13452.07983,CORTINA,,60.0,,150.0,voltage proxy 60 kV,0
ITC:MALIN500_ISL,1.0,12938.12325,MALIN500,,,,,unknown,0
NOM:33031_COLSTJT _115_33033_KIRKTAP1_115_BR_1 _1,2.0,12604.615389999999,COLSTJT,KIRKTAP1,115.0,,250.0,voltage proxy 115 kV,0
NOM:28727_IVANPAH _115_24778_MTN PASS_115_BR_1 _1,1.0,12133.70172,IVANPAH,MTNPASS,115.0,,250.0,voltage proxy 115 kV,0
NOM:7820_TL23040_IV_SPS_NG,1.0,12097.93453,,,,,,unknown,0
NOM:30060_MIDWAY  _500_24156_VINCENT _500_BR_2 _3,4.0,12090.09564,MIDWAY,VINCENT,500.0,Northern -Southern California,4000.0,WECC path 26,6
NOM:34540_HENRITTA_70.0_30881_HENRIETA_230_XF_4,1.0,11108.49311,HENRITTA,HENRIETA,230.0,,700.0,voltage proxy 230 kV,0
NOM:33020_MORAGA  _115_35101_SN LNDRO_115_BR_2 _1,2.0,10709.23658,MORAGA,SNLNDRO,115.0,,250.0,voltage proxy 115 kV,0
NOM:33750_CALVO   _60.0_33756_KASSON  _60.0_BR_1 _1,1.0,10575.01565,CALVO,KASSON,60.0,,150.0,voltage proxy 60 kV,0
NOM:34418_KINGSBRG_115_34419_WAUKENA _115_BR_1 _1,1.0,10205.06824,KINGSBRG,WAUKENA,115.0,,250.0,voltage proxy 115 kV,0
NOM:34158_PANOCHE _115_34350_KAMM    _115_BR_1 _1,1.0,10188.37481,PANOCHE,KAMM,115.0,,250.0,voltage proxy 115 kV,0
ITC:Line_OC-LSS_230KV,3.0,9134.02154,OC,LSS,230.0,,700.0,voltage proxy 230 kV,0
NOM:33950_RVRBK TP_115_33934_TULLOCH _115_BR_1 _1,1.0,9053.14801,RVRBKTP,TULLOCH,115.0,,250.0,voltage proxy 115 kV,0
NOM:24091_MESA CAL_230_24076_LAGUBELL_230_BR_2_1,1.0,8736.69601,MESACAL,LAGUBELL,230.0,,700.0,voltage proxy 230 kV,0
NOM:24375_REDBLUFF_230_28195_REDBLUFF_500_XF_2 _P,1.0,8113.38587,REDBLUFF,,500.0,,2500.0,voltage proxy 500 kV,0
NOM:36851_NORTHERN_115_36852_SCOTT   _115_BR_2 _1,1.0,7321.368189999999,NORTHERN,SCOTT,115.0,,250.0,voltage proxy 115 kV,0
NOM:32218_DRUM    _115_32222_DTCH2TAP_115_BR_1 _1,1.0,6342.0918,DRUM,DTCH2TAP,115.0,,250.0,voltage proxy 115 kV,0
NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,2.0,6328.72019,LOSBANOS,PANOCHE,230.0,Midway -Los Banos,5400.0,WECC path 15,7
NOM:24701_KRAMER  _230_24601_VICTOR  _230_BR_1 _1,1.0,6287.32682,KRAMER,VICTOR,230.0,,700.0,voltage proxy 230 kV,0
NOM:30105_COTTNWD _230_30245_ROUND MT_230_BR_3 _1,1.0,5938.79988,COTTNWD,ROUNDMT,230.0,,700.0,voltage proxy 230 kV,0
NOM:VC_TL_681B_import_NG,1.0,5608.15779,,,,,,unknown,0
NOM:30055_GATES1  _500_30900_GATES   _230_XF_12_P,1.0,5197.8238599999995,GATES1,GATES,500.0,Midway -Los Banos,5400.0,WECC path 15,5
NOM:34321_MCSWAINJ_70.0_34232_EXCHEQUR_70.0_BR_1 _1,1.0,4892.3298700000005,MCSWAINJ,EXCHEQUR,70.0,,150.0,voltage proxy 70 kV,0
NOM:35202_USWP-WKR_60.0_33777_SBTAP   _60.0_BR_1 _1,1.0,4548.92145,USWP-WKR,SBTAP,60.0,,150.0,voltage proxy 60 kV,0
ITC:PACE_FOURCORNE345_ITC,2.0,4315.14045,PACE,,,,,unknown,0
NOM:24601_VICTOR  _230_24085_LUGO    _230_BR_4 _1,1.0,4236.79018,VICTOR,LUGO,230.0,West of Colorado River (WOR),12250.0,WECC path 46,4
NOM:30790_PANOCHE _230_30900_GATES   _230_BR_2 _1,1.0,4231.47819,PANOCHE,GATES,230.0,Midway -Los Banos,5400.0,WECC path 15,5
NOM:33020_MORAGA  _115_32780_CLARMNT _115_BR_2 _1,1.0,4166.89473,MORAGA,CLARMNT,115.0,,250.0,voltage proxy 115 kV,0
ITC:BPAT_NET_ITC,2.0,3736.98625,BPAT,,,,,unknown,0
NOM:24791_TAP710  _115_24731_INYOKERN_115_BR_2 _1,1.0,3632.75832,TAP710,INYOKERN,115.0,,250.0,voltage proxy 115 kV,0
NOM:34162_ORO LOMA_115_34168_EL NIDO _115_BR_1 _1,3.0,3391.7842800000003,OROLOMA,ELNIDO,115.0,,250.0,voltage proxy 115 kV,0
NOM:30705_MONTAVIS_230_30730_HICKS   _230_BR_2 _1,1.0,3000.0,MONTAVIS,HICKS,230.0,,700.0,voltage proxy 230 kV,0
NOM:30622_EIGHT MI_230_30495_STAGG   _230_BR_1 _1,1.0,2625.75598,EIGHTMI,STAGG,230.0,,700.0,voltage proxy 230 kV,0
ITC:NEVP_NET_ITC,2.0,2462.6584000000003,NEVP,,,,,unknown,0
ITC:PNM_NET_ITC,2.0,2231.92843,PNM,,,,,unknown,0
ITC:ME-USAF 138,1.0,2086.35682,ME,USAF,,,,unknown,0
ITC:PNM_SRP_ITC,2.0,2031.44402,PNM,,,,,unknown,0
NOM:30529_BRDSLDNG_230_30523_CC SUB  _230_BR_1 _1,2.0,1960.46464,BRDSLDNG,CCSUB,230.0,,700.0,voltage proxy 230 kV,0
NOM:30900_GATES   _230_30889_CAFLTSSS_230_BR_1 _1,1.0,1947.12848,GATES,CAFLTSSS,230.0,,700.0,voltage proxy 230 kV,0
ITC:IPCO_ID-NW_ITC,2.0,1852.23052,IPCO,,,,,unknown,0
NOM:34134_WILSONAB_115_34144_MERCED  _115_BR_1 _1,1.0,1811.14164,WILSONAB,MERCED,115.0,,250.0,voltage proxy 115 kV,0
NOM:VC_TL_681B_export_NG,1.0,1700.92762,,,,,,unknown,0
NOM:33932_MELONES _115_33500_MELNS JA_115_BR_1 _1,3.0,1612.31594,MELONES,MELNSJA,115.0,,250.0,voltage proxy 115 kV,0
NOM:7510-PAR-PAS-OOS_NG,1.0,1424.0754399999998,,,,,,unknown,0
NOM:34898_BAKRSFLD_70.0_34902_MAGUNDEN_70.0_BR_1 _1,1.0,1385.69744,BAKRSFLD,MAGUNDEN,70.0,,150.0,voltage proxy 70 kV,0
NOM:34375_ULTPWRJ _115_34377_AIRPROD _115_BR_1 _1,2.0,1374.96007,ULTPWRJ,AIRPROD,115.0,,250.0,voltage proxy 115 kV,0
ITC:PACE_PATHC_ITC,2.0,1331.48853,PACE,,,,,unknown,0
NOM:99002_MOE-ELD _500_24042_ELDORDO _500_BR_1 _2,2.0,1287.0090799999998,MOE-ELD,ELDORDO,500.0,,2500.0,voltage proxy 500 kV,0
ITC:TEPC_BA_EXP_ITC,1.0,1227.67575,TEPC,,,,,unknown,0
ITC:CC XFMR8 A  69KV,1.0,1224.32756,CC,,69.0,,150.0,voltage proxy 69 kV,0
NOM:33962_SALDO TP_115_33961_TCHRT_T1_115_BR_1 _1,1.0,917.67224,SALDOTP,,115.0,,250.0,voltage proxy 115 kV,0
NOM:32950_PITSBURG_115_30527_PITSBRG _230_XF_13,1.0,888.95447,PITSBURG,PITSBRG,230.0,,700.0,voltage proxy 230 kV,0
NOM:30915_MORROBAY_230_30916_SOLARSS _230_BR_1 _1,1.0,888.4724499999999,MORROBAY,SOLARSS,230.0,,700.0,voltage proxy 230 kV,0
NOM:36850_KIFER   _115_35615_FMC     _115_BR_1 _1,4.0,845.72118,KIFER,FMC,115.0,,250.0,voltage proxy 115 kV,0
NOM:6410_CP6_NG,1.0,827.10789,,,,,,unknown,0
NOM:30005_ROUND MT_500_30015_TABLE MT_500_BR_2 _1,1.0,806.41365,ROUNDMT,TABLEMT,500.0,,2500.0,voltage proxy 500 kV,0
NOM:33020_MORAGA  _115_32780_CLARMNT _115_BR_1 _1,1.0,750.27885,MORAGA,CLARMNT,115.0,,250.0,voltage proxy 115 kV,0
NOM:7820_TL 230S_OVERLOAD_NG,1.0,743.0710899999999,,,,,,unknown,0
ITC:NWMT_AMPS_EAST,2.0,613.0193,NWMT,,,,,unknown,0
NOM:34157_PANOCHET_115_34156_MENDOTA _115_BR_1 _1,1.0,491.51931,PANOCHET,MENDOTA,115.0,,250.0,voltage proxy 115 kV,0
NOM:38605_BUENAVJ2_230_30970_MIDWAY  _230_BR_1 _1,1.0,473.77647,BUENAVJ2,MIDWAY,230.0,,700.0,voltage proxy 230 kV,0
ITC:FOOTECRE_STANDPIP_230,1.0,399.21975,FOOTECRE,,,,,unknown,0
ITC:LADWP_NET_ITC,1.0,385.83852,LADWP,,,,,unknown,0
NOM:COI_600 N-S,1.0,329.17794999999995,,,,,,unknown,0
NOM:24801_DEVERS  _500_24804_DEVERS  _230_XF_1 _P,1.0,308.86942,DEVERS,,500.0,,2500.0,voltage proxy 500 kV,0
NOM:29408_WIRLWIND_230_29402_WIRLWIND_500_XF_3 _P,1.0,293.89394,WIRLWIND,,500.0,,2500.0,voltage proxy 500 kV,0
NOM:30055_GATES1  _500_30900_GATES   _230_XF_11_P,1.0,292.708,GATES1,GATES,500.0,Midway -Los Banos,5400.0,WECC path 15,5
NOM:24701_KRAMER  _230_24601_VICTOR  _230_BR_2 _1,1.0,267.13154999999995,KRAMER,VICTOR,230.0,,700.0,voltage proxy 230 kV,0
ITC:CZ 345kV,1.0,260.11929,CZ,,345.0,,1300.0,voltage proxy 345 kV,0
NOM:30055_GATES1  _500_30060_MIDWAY  _500_BR_1 _1,1.0,242.20439,GATES1,MIDWAY,500.0,Midway -Los Banos,5400.0,WECC path 15,5
NOM:22884_WARNERS _69.0_22736_SANTYSBL_69.0_BR_1 _1,1.0,234.01370999999995,WARNERS,SANTYSBL,69.0,,150.0,voltage proxy 69 kV,0
ITC:BOMT-HMWY1_A,1.0,213.32708,BOMT,HMWY1,,,,unknown,0
NOM:30900_GATES   _230_30970_MIDWAY  _230_BR_1 _1,1.0,196.13319,GATES,MIDWAY,230.0,Midway -Los Banos,5400.0,WECC path 15,5
NOM:22430_SILVERGT_230_22597_OLDTWNTP_230_BR_1 _1,1.0,188.43091,SILVERGT,OLDTWNTP,230.0,,700.0,voltage proxy 230 kV,0
NOM:32290_OLIVH J1_115_32214_RIO OSO _115_BR_1 _1,1.0,184.48313,OLIVHJ1,RIOOSO,115.0,,250.0,voltage proxy 115 kV,0
ITC:IPCO_LAGRANDE_ITC,2.0,172.20382,IPCO,,,,,unknown,0
NOM:34366_SANGER  _115_34370_MC CALL _115_BR_3 _1,1.0,160.48735,SANGER,MCCALL,115.0,,250.0,voltage proxy 115 kV,0
NOM:32374_DRUM    _60.0_32376_BONNIE N_60.0_BR_1 _1,1.0,149.95503,DRUM,BONNIEN,60.0,,150.0,voltage proxy 60 kV,0
NOM:32218_DRUM    _115_32220_DTCH FL1_115_BR_1 _1,1.0,119.46859,DRUM,DTCHFL1,115.0,,250.0,voltage proxy 115 kV,0
NOM:7760_DEV_RDB_ALIS,1.0,103.11458000000002,,,,,,unknown,0
ITC:LDWP_IPPDC-NS,1.0,102.77708,LDWP,,,,,unknown,0
ITC:PACW_BPAT.PACW_ITC,1.0,101.56193,PACW,,,,,unknown,0
ITC:Line_MA-SLL_69KV,1.0,85.13517999999999,MA,SLL,69.0,,150.0,voltage proxy 69 kV,0
ITC:Line_MA-OD_69KV,1.0,65.4914,MA,OD,69.0,,150.0,voltage proxy 69 kV,0
NOM:30529_BRDSLDNG_230_30478_LAMBIE  _230_BR_1 _1,1.0,56.85237,BRDSLDNG,LAMBIE,230.0,,700.0,voltage proxy 230 kV,0
NOM:33920_RCTRK J._115_33922_R.TRACK _115_BR_1 _1,1.0,45.23104,RCTRKJ.,R.TRACK,115.0,,250.0,voltage proxy 115 kV,0
NOM:34706_WESTPARK_115_34752_KERN PWR_115_BR_1 _1,1.0,40.25455,WESTPARK,KERNPWR,115.0,,250.0,voltage proxy 115 kV,0
NOM:30040_TESLA   _500_30050_LOSBANOS_500_BR_1 _1,1.0,37.79832,TESLA,LOSBANOS,500.0,,2500.0,voltage proxy 500 kV,0
NOM:24087_MAGUNDEN_230_24401_ANTELOPE_230_BR_1 _1,1.0,31.56402,MAGUNDEN,ANTELOPE,230.0,,700.0,voltage proxy 230 kV,0
ITC:XFMR1    230.AIR_WASN,1.0,21.82426,XFMR1,,,,,unknown,0
NOM:MAXBURN_ALISO_SDGE,1.0,21.73351,,,,,,unknown,0
NOM:28726_IVANPA  _230_28727_IVANPAH _115_XF_4A,1.0,17.59865,IVANPA,IVANPAH,230.0,,700.0,voltage proxy 230 kV,0
NOM:6410_CP11_NG,1.0,11.59554,,,,,,unknown,0
ITC:ATW_STJ 1,1.0,10.72768,ATW,,,,,unknown,0
NOM:6410_CP7_NG,1.0,1.12813,,,,,,unknown,0
ITC:PALOVRDE_ITC,2.0,0.7531999999999999,PALOVRDE,,,,,unknown,0
ITC:PARKER_ITC,2.0,0.4552,PARKER,,,,,unknown,0
ITC:SRP_MARKETPLACE_ITC,2.0,0.3995999999999998,SRP,,,,,unknown,0
NOM:32376_BONNIE N_60.0_32367_CPEHRNTP_60.0_BR_1 _1,1.0,0.3318,BONNIEN,CPEHRNTP,60.0,,150.0,voltage proxy 60 kV,0
ITC:BLYTHE_ITC,2.0,0.25601,BLYTHE,,,,,unknown,0
ITC:NORTHGILA500_ITC,1.0,0.1019999999999999,NORTHGILA500,,,,,unknown,0
ITC:MERCHANT_ITC,1.0,0.06,MERCHANT,,,,,unknown,0
ITC:LDWP_MCCULLOUG500,1.0,0.0583999999999999,LDWP,,,,,unknown,0
ITC:LDWP_CRYSTAL500,1.0,0.0364,LDWP,,,,,unknown,0
ITC:WALC_NET_IMPORT_ITC,1.0,0.0112,WALC,,,,,unknown,0
