physical_line,n_scenarios,sum_abs_mu,sub1,sub2,kV,matched_path,rating_MW,rating_source,match_confidence
ITC:MALIN500_ISL,1.0,8455.113370000001,MALIN500,,,,,unknown,0
NOM:39021_SC21ATP _70.0_34888_ARVIN   _70.0_BR_1 _1,1.0,8163.19471,SC21ATP,ARVIN,70.0,,150.0,voltage proxy 70 kV,0
NOM:22442_MELRSETP_69.0_22724_SANMRCOS_69.0_BR_1 _1,3.0,7769.89409,MELRSETP,SANMRCOS,69.0,,150.0,voltage proxy 69 kV,0
ITC:TEPC_BA_IMP_ITC,1.0,6457.9037,TEPC,,,,,unknown,0
ITC:EAST_WYO_EXP,1.0,6336.572750000001,EAST,,,,,unknown,0
NOM:24402_ANTELOPE_66.0_24420_NEENACH _66.0_BR_1 _1,1.0,6255.71927,ANTELOPE,NEENACH,66.0,,,voltage 66 kV (no proxy),0
NOM:24087_MAGUNDEN_230_24401_ANTELOPE_230_BR_1 _1,2.0,6116.81192,MAGUNDEN,ANTELOPE,230.0,,700.0,voltage proxy 230 kV,0
NOM:33543_AEC_TP2 _115_33540_TESLA   _115_BR_1 _1,1.0,6089.39422,TESLA,,115.0,,250.0,voltage proxy 115 kV,0
NOM:MIGUEL_BKs_MXFLW_NG,1.0,5791.810590000001,,,,,,unknown,0
NOM:SYLMAR-AC_BG_NG,1.0,5719.76951,,,,,,unknown,0
ITC:TEPC_BA_EXP_ITC,1.0,5648.97359,TEPC,,,,,unknown,0
ITC:ABO S_COMP_WESP1,1.0,5250.91072,ABO,,,,,unknown,0
NOM:30585_LS PSTAS_230_30630_NEWARK  _230_BR_1 _1,2.0,5197.25612,LSPSTAS,NEWARK,230.0,,700.0,voltage proxy 230 kV,0
NOM:33530_KASSONJ2_115_33548_TRACY   _115_BR_1 _1,1.0,5100.8867,KASSONJ2,TRACY,115.0,,250.0,voltage proxy 115 kV,0
NOM:22644_PENSQTOS_69.0_22492_MIRAMRTP_69.0_BR_1 _1,1.0,4950.467809999999,PENSQTOS,MIRAMRTP,69.0,,150.0,voltage proxy 69 kV,0
NOM:VC_TL_681B_export_NG,1.0,4834.64455,,,,,,unknown,0
ITC:PNM_SRP_ITC,2.0,4814.31319,PNM,,,,,unknown,0
NOM:24602_VICTOR  _115_24607_ROADWAY _115_BR_1 _1,1.0,4528.703669999999,VICTOR,ROADWAY,115.0,,250.0,voltage proxy 115 kV,0
NOM:35107_DUMBARTN_115_35120_NEWARK D_115_BR_1 _1,1.0,4373.192040000001,DUMBARTN,NEWARKD,115.0,,250.0,voltage proxy 115 kV,0
NOM:30805_BORDEN  _230_30810_GREGG   _230_BR_2 _1,1.0,4123.00656,BORDEN,GREGG,230.0,,700.0,voltage proxy 230 kV,0
ITC:WMesaWT2_448 MVA,1.0,3802.93502,WMesaWT2,,,,448.0,ITC name (explicit MVA),0
NOM:30060_MIDWAY  _500_24156_VINCENT _500_BR_2 _3,2.0,3793.0413099999996,MIDWAY,VINCENT,500.0,Northern -Southern California,4000.0,WECC path 26,6
ITC:IPCO_BORAHWEST_ITC,1.0,3282.36489,IPCO,,,,,unknown,0
NOM:22464_MIGUEL  _230_22468_MIGUEL  _500_XF_81,1.0,3273.1948199999997,MIGUEL,,500.0,,2500.0,voltage proxy 500 kV,0
NOM:VC_TL_681B_import_NG,1.0,3261.3063199999997,,,,,,unknown,0
NOM:33020_MORAGA  _115_32792_STATIN J_115_BR_1 _1,1.0,3257.96683,MORAGA,STATINJ,115.0,,250.0,voltage proxy 115 kV,0
NOM:24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1,1.0,3255.9897499999997,NEENACH,TAP85,66.0,,,voltage 66 kV (no proxy),0
NOM:36851_NORTHERN_115_36852_SCOTT   _115_BR_2 _1,1.0,3225.82766,NORTHERN,SCOTT,115.0,,250.0,voltage proxy 115 kV,0
ITC:Line_FC-CH1_345KV,1.0,3018.56989,FC,CH1,345.0,West of Cascades -North,10700.0,WECC path 4,2
ITC:NOB_ITC,1.0,3000.0,NOB,,,,,unknown,0
NOM:7760_DEV_RDB_ALIS,1.0,2912.80452,,,,,,unknown,0
NOM:22192_DOUBLTTP_138_22648_PENSQTOS_138_BR_1 _1,1.0,2669.70596,DOUBLTTP,PENSQTOS,138.0,,,voltage 138 kV (no proxy),0
NOM:33950_RVRBK TP_115_33934_TULLOCH _115_BR_1 _1,1.0,2412.30574,RVRBKTP,TULLOCH,115.0,,250.0,voltage proxy 115 kV,0
NOM:7820_TL 230S_OVERLOAD_NG,1.0,2336.66678,,,,,,unknown,0
ITC:CAL-DRM_2 120,2.0,1898.4589700000001,CAL,DRM,,,,unknown,0
ITC:HA-RE_345KV,1.0,1860.05707,HA,RE,345.0,West of Hatwai,4277.0,WECC path 6,2
ITC:WECC_Path_41,1.0,1826.0018,WECC,,,,,unknown,0
NOM:34375_ULTPWRJ _115_34377_AIRPROD _115_BR_1 _1,2.0,1537.23489,ULTPWRJ,AIRPROD,115.0,,250.0,voltage proxy 115 kV,0
NOM:30790_PANOCHE _230_30900_GATES   _230_BR_1 _1,1.0,1519.01506,PANOCHE,GATES,230.0,Midway -Los Banos,5400.0,WECC path 15,5
ITC:BPAT_NET_ITC,2.0,1492.58511,BPAT,,,,,unknown,0
ITC:SRP_NET_ITC,2.0,1441.49867,SRP,,,,,unknown,0
NOM:34149_CHENYT  _115_34158_PANOCHE _115_BR_1 _1,1.0,1439.6394799999998,CHENYT,PANOCHE,115.0,,250.0,voltage proxy 115 kV,0
NOM:TL687_BREGGO_NAROWS,1.0,1297.93256,,,,,,unknown,0
NOM:30209_PIT5 JT2_230_30225_PIT4 JT _230_BR_2 _1,1.0,1237.31437,PIT5JT2,PIT4JT,230.0,,700.0,voltage proxy 230 kV,0
NOM:99013_CAL CAPS_500_24801_DEVERS  _500_BR_1 _1,1.0,1161.54803,CALCAPS,DEVERS,500.0,,2500.0,voltage proxy 500 kV,0
NOM:6410_CP10_NG,1.0,851.82963,,,,,,unknown,0
NOM:24602_VICTOR  _115_24702_KRAMER  _115_BR_1 _1,1.0,765.56412,VICTOR,KRAMER,115.0,,250.0,voltage proxy 115 kV,0
ITC:LADWP_NET_ITC,1.0,668.5466799999999,LADWP,,,,,unknown,0
NOM:34774_MIDWAY  _115_34225_BELRDG J_115_BR_1 _1,2.0,644.38914,MIDWAY,BELRDGJ,115.0,,250.0,voltage proxy 115 kV,0
NOM:28727_IVANPAH _115_24778_MTN PASS_115_BR_1 _1,1.0,644.3424399999999,IVANPAH,MTNPASS,115.0,,250.0,voltage proxy 115 kV,0
ITC:Midpoint_West,1.0,616.74065,Midpoint,,,,,unknown,0
NOM:33530_KASSONJ2_115_33548_TRACY_115_BR_1_2,1.0,587.9656600000001,KASSONJ2,TRACY,115.0,,250.0,voltage proxy 115 kV,0
ITC:PGE_NET_ITC,1.0,569.03338,PGE,,,,,unknown,0
NOM:34112_EXCHEQUR_115_34116_LE GRAND_115_BR_1 _1,1.0,566.40877,EXCHEQUR,LEGRAND,115.0,,250.0,voltage proxy 115 kV,0
NOM:99102_PIT-TES1_230_30567_TES JCT _230_BR_1 _2,2.0,563.01415,PIT-TES1,TESJCT,230.0,,700.0,voltage proxy 230 kV,0
NOM:34610_HAAS    _13.8_30855_HAAS    _230_XF_1,1.0,556.57879,HAAS,,230.0,,700.0,voltage proxy 230 kV,0
NOM:24091_MESA CAL_230_24076_LAGUBELL_230_BR_2_1,1.0,518.18519,MESACAL,LAGUBELL,230.0,,700.0,voltage proxy 230 kV,0
NOM:33500_MELNS JA_115_33509_AVENATP1_115_BR_1 _1,2.0,517.80591,MELNSJA,AVENATP1,115.0,,250.0,voltage proxy 115 kV,0
NOM:34930_MC FRLND_70.0_34932_WASCO   _70.0_BR_1 _1,1.0,497.58400000000006,MCFRLND,WASCO,70.0,,150.0,voltage proxy 70 kV,0
NOM:34926_FAMOSO  _70.0_34930_MC FRLND_70.0_BR_1 _1,1.0,497.58400000000006,FAMOSO,MCFRLND,70.0,,150.0,voltage proxy 70 kV,0
ITC:IPPDCADLN_ITC,1.0,404.68791,IPPDCADLN,,,,,unknown,0
ITC:CCWF T2,2.0,398.50818000000004,CCWF,,,,,unknown,0
ITC:TCWF T1,2.0,391.86638000000005,TCWF,,,,,unknown,0
NOM:30060_MIDWAY  _500_29402_WIRLWIND_500_BR_1 _2,1.0,379.66809,MIDWAY,WIRLWIND,500.0,Northern -Southern California,4000.0,WECC path 26,6
NOM:34101_CERTANJ2_115_34116_LE GRAND_115_BR_1 _1,1.0,322.41833,CERTANJ2,LEGRAND,115.0,,250.0,voltage proxy 115 kV,0
ITC:CISO_NET_ITC,1.0,285.61138,CISO,,,,,unknown,0
NOM:37650_TESLA TP_115_33574_LLNL    _115_BR_1 _1,2.0,208.77769999999998,TESLATP,LLNL,115.0,,250.0,voltage proxy 115 kV,0
NOM:34418_KINGSBRG_115_34428_CONTADNA_115_BR_1 _1,2.0,198.41199999999998,KINGSBRG,CONTADNA,115.0,,250.0,voltage proxy 115 kV,0
NOM:34934_SEMITRPC_70.0_34704_SEMITRPC_115_XF_1,1.0,166.38369,SEMITRPC,,115.0,,250.0,voltage proxy 115 kV,0
NOM:33541_AEC_TP1 _115_33540_TESLA   _115_BR_1 _1,1.0,149.07330000000002,TESLA,,115.0,,250.0,voltage proxy 115 kV,0
NOM:22484_MIRAMAR1_69.0_22492_MIRAMRTP_69.0_BR_1_1,1.0,131.12069,MIRAMAR1,MIRAMRTP,69.0,,150.0,voltage proxy 69 kV,0
NOM:33932_MELONES _115_33936_MELNS JB_115_BR_1 _1,1.0,123.73162,MELONES,MELNSJB,115.0,,250.0,voltage proxy 115 kV,0
NOM:33916_CURTISS _115_33917_FBERBORD_115_BR_1 _1,1.0,122.69244,CURTISS,FBERBORD,115.0,,250.0,voltage proxy 115 kV,0
ITC:WestMesa 2T1,1.0,116.05731,WestMesa,,,,,unknown,0
NOM:34540_HENRITTA_70.0_30881_HENRIETA_230_XF_4,1.0,101.58364,HENRITTA,HENRIETA,230.0,,700.0,voltage proxy 230 kV,0
NOM:7410_CP26_NG,1.0,92.03268,,,,,,unknown,0
NOM:VC_TL_6926_import_NG,1.0,79.744,,,,,,unknown,0
NOM:18999_VEAJAF  _138_18079_MERCURY _138_BR_1 _1,1.0,71.60882000000001,VEAJAF,MERCURY,138.0,,,voltage 138 kV (no proxy),0
NOM:34918_KERN PW _70.0_34922_KRN OL J_70.0_BR_1 _1,1.0,71.54257,KERNPW,KRNOLJ,70.0,,150.0,voltage proxy 70 kV,0
NOM:33540_TESLA   _115_37650_TESLA TP_115_BR_1 _1,1.0,67.01382,TESLA,TESLATP,115.0,,250.0,voltage proxy 115 kV,0
ITC:IPCO_NET_ITC,2.0,48.46646,IPCO,,,,,unknown,0
NOM:34752_KERN PWR_115_34797_KERNWTP2_115_BR_1 _1,1.0,42.22876,KERNPWR,KERNWTP2,115.0,,250.0,voltage proxy 115 kV,0
NOM:17600_RGD_CRO,1.0,40.56696,,,,,,unknown,0
ITC:PACE_PATHC_ITC,1.0,37.80441,PACE,,,,,unknown,0
ITC:NWMT_AMPS_EAST,1.0,24.04654,NWMT,,,,,unknown,0
NOM:99100_PIT-ESH1_230_30560_E. SHORE_230_BR_1 _2,1.0,21.34992,PIT-ESH1,E.SHORE,230.0,,700.0,voltage proxy 230 kV,0
ITC:NW-USAF 138,1.0,5.92351,NW,USAF,,,,unknown,0
NOM:24701_KRAMER  _230_24601_VICTOR  _230_BR_1 _1,1.0,4.10988,KRAMER,VICTOR,230.0,,700.0,voltage proxy 230 kV,0
ITC:MERCHANT_ITC,1.0,3.695589999999999,MERCHANT,,,,,unknown,0
ITC:SUMMIT_ITC,1.0,3.694389999999999,SUMMIT,,,,,unknown,0
ITC:PARKER_ITC,2.0,0.0992,PARKER,,,,,unknown,0
ITC:BLYTHE_ITC,2.0,0.0808,BLYTHE,,,,,unknown,0
ITC:WALC_TEP_IMPORT_ITC,1.0,0.0452,WALC,,,,,unknown,0
ITC:WALC_NET_EXPORT_ITC,1.0,0.012,WALC,,,,,unknown,0
ITC:LDWP_CRYSTAL500,1.0,0.0012,LDWP,,,,,unknown,0
ITC:LDWP_IPPDC-NS,1.0,0.0012,LDWP,,,,,unknown,0
ITC:LDWP_MCCULLOUG500,1.0,0.0012,LDWP,,,,,unknown,0
