physical_line,n_scenarios,sum_abs_mu,sub1,sub2,kV,matched_path,rating_MW,rating_source,match_confidence
NOM:34158_PANOCHE _115_34350_KAMM    _115_BR_1 _1,1.0,15193.65968,PANOCHE,KAMM,115.0,,250.0,voltage proxy 115 kV,0
ITC:Line_CC-GT_230KV,1.0,14592.08436,CC,GT,230.0,,700.0,voltage proxy 230 kV,0
NOM:VC_TL_681B_import_NG,1.0,13014.63412,,,,,,unknown,0
NOM:35658_LS ESTRS_115_35659_NORTECH _115_BR_1 _1,3.0,12936.458190000001,LSESTRS,NORTECH,115.0,,250.0,voltage proxy 115 kV,0
NOM:32218_DRUM    _115_32244_BRNSWKT2_115_BR_2 _1,2.0,12648.811189999999,DRUM,BRNSWKT2,115.0,,250.0,voltage proxy 115 kV,0
NOM:35120_NEWARK D_115_36851_NORTHERN_115_BR_1 _1,2.0,12396.98624,NEWARKD,NORTHERN,115.0,,250.0,voltage proxy 115 kV,0
NOM:33540_TESLA   _115_37650_TESLA TP_115_BR_1 _1,1.0,10787.95145,TESLA,TESLATP,115.0,,250.0,voltage proxy 115 kV,0
NOM:24723_CONTROL _115_24866_TAP189  _115_BR_1 _1,1.0,9667.28207,CONTROL,TAP189,115.0,,250.0,voltage proxy 115 kV,0
NOM:30879_HENTAP1 _230_30885_MUSTANGS_230_BR_1 _1,1.0,9457.78833,HENTAP1,MUSTANGS,230.0,,700.0,voltage proxy 230 kV,0
NOM:30060_MIDWAY  _500_24156_VINCENT _500_BR_2 _3,5.0,9196.504649999999,MIDWAY,VINCENT,500.0,Northern -Southern California,4000.0,WECC path 26,6
ITC:EPE_SNMIC_ITC,1.0,8647.94385,EPE,,,,,unknown,0
ITC:TEPC_BA_IMP_ITC,1.0,8596.3552,TEPC,,,,,unknown,0
NOM:345kV CLCR-DMND2,1.0,8423.786510000002,,,345.0,,1300.0,voltage proxy 345 kV,0
NOM:7820_TL23040_IV_SPS_NG,1.0,7644.878070000001,,,,,,unknown,0
ITC:SRP_NET_ITC,2.0,7282.40026,SRP,,,,,unknown,0
ITC:BKFT-GSHN1_A,1.0,7138.72061,BKFT,GSHN1,,,,unknown,0
NOM:18085_PAHRUMP _138_18924_GAMEBIRD_138_BR_1 _1,1.0,6857.17496,PAHRUMP,GAMEBIRD,138.0,,,voltage 138 kV (no proxy),0
ITC:EPE_NET_ITC,1.0,6585.937939999999,EPE,,,,,unknown,0
NOM:35642_METCALF _115_35651_BAILY J3_115_BR_2 _1,1.0,6258.30612,METCALF,BAILYJ3,115.0,,250.0,voltage proxy 115 kV,0
ITC:WMesaET1_448 MVA,1.0,5908.22009,WMesaET1,,,,448.0,ITC name (explicit MVA),0
ITC:Line_DSN-FH_69KV,3.0,5897.350230000001,DSN,FH,69.0,,150.0,voltage proxy 69 kV,0
ITC:NVR-PTP__141,1.0,5597.248299999999,NVR,PTP,,,,unknown,0
ITC:TEPC_BA_EXP_ITC,1.0,5160.21979,TEPC,,,,,unknown,0
NOM:29402_WIRLWIND_500_29408_WIRLWIND_230_XF_4 _P,1.0,4889.90995,WIRLWIND,,500.0,,2500.0,voltage proxy 500 kV,0
NOM:34706_WESTPARK_115_34752_KERN PWR_115_BR_1 _1,1.0,4770.09814,WESTPARK,KERNPWR,115.0,,250.0,voltage proxy 115 kV,0
ITC:ATW_STJ 1,1.0,4501.54067,ATW,,,,,unknown,0
ITC:LDWP_IPP_NORTH,2.0,4468.1234699999995,LDWP,,,,,unknown,0
NOM:34134_WILSONAB_115_34144_MERCED  _115_BR_1 _1,1.0,4416.42955,WILSONAB,MERCED,115.0,,250.0,voltage proxy 115 kV,0
NOM:33006_GRIZLYJ1_115_33010_SOBRANTE_115_BR_1 _1,1.0,3885.8913,GRIZLYJ1,SOBRANTE,115.0,,250.0,voltage proxy 115 kV,0
ITC:BPAT_NET_ITC,2.0,3826.7442199999996,BPAT,,,,,unknown,0
ITC:Line_MA-OD_69KV,2.0,3796.6301900000003,MA,OD,69.0,,150.0,voltage proxy 69 kV,0
NOM:22886_SUNCREST_230_92860_SUNC TP1_230_BR_1 _1,1.0,3377.41395,SUNCREST,SUNCTP1,230.0,,700.0,voltage proxy 230 kV,0
NOM:34540_HENRITTA_70.0_30881_HENRIETA_230_XF_4,1.0,3220.3852300000003,HENRITTA,HENRIETA,230.0,,700.0,voltage proxy 230 kV,0
NOM:34471_SNJQJCT _70.0_34469_GFFNJCT _70.0_BR_1 _1,1.0,3158.13047,SNJQJCT,GFFNJCT,70.0,,150.0,voltage proxy 70 kV,0
NOM:34752_KERN PWR_115_34797_KERNWTP2_115_BR_1 _1,2.0,3027.96354,KERNPWR,KERNWTP2,115.0,,250.0,voltage proxy 115 kV,0
NOM:35922_MOSSLD  _115_30750_MOSSLD  _230_XF_1,1.0,3000.0,MOSSLD,,230.0,,700.0,voltage proxy 230 kV,0
NOM:92320_SYCA TP1_230_22832_SYCAMORE_230_BR_1 _1,1.0,2932.17859,SYCATP1,SYCAMORE,230.0,,700.0,voltage proxy 230 kV,0
NOM:34724_KRN OL J_115_34736_MAGUNDEN_115_BR_1 _1,2.0,2781.9897600000004,KRNOLJ,MAGUNDEN,115.0,,250.0,voltage proxy 115 kV,0
NOM:31227_HGHLNDJ2_115_31950_CORTINA _115_BR_1 _1,1.0,2740.85149,HGHLNDJ2,CORTINA,115.0,,250.0,voltage proxy 115 kV,0
NOM:OMS_13913705_Pardee-Pastoria_NG,1.0,2738.67958,,,,,,unknown,0
NOM:115kv SOC_BESO,1.0,2669.4314400000003,,,115.0,,250.0,voltage proxy 115 kV,0
NOM:VC_TL_681B_export_NG,1.0,2242.28601,,,,,,unknown,0
ITC:ELC-NW,1.0,2206.80737,ELC,NW,,,,unknown,0
NOM:MIGUEL_BKs_MXFLW_NG,1.0,2006.84128,,,,,,unknown,0
ITC:IPPDCADLN_ITC,1.0,1889.79285,IPPDCADLN,,,,,unknown,0
NOM:29400_ANTELOPE_500_29402_WIRLWIND_500_BR_1 _1,1.0,1749.53523,ANTELOPE,WIRLWIND,500.0,,2500.0,voltage proxy 500 kV,0
ITC:TOTAL_WYOMING_EXPORT,1.0,1691.01924,TOTAL,,,,,unknown,0
ITC:ME-USAF 138,1.0,1591.5422900000003,ME,USAF,,,,unknown,0
ITC:ATW_VEL 1,1.0,1421.88652,ATW,,,,,unknown,0
ITC:PACE_POPWEST_ITC,1.0,1374.98833,PACE,,,,,unknown,0
NOM:33020_MORAGA  _115_32790_STATIN X_115_BR_3 _1,1.0,1317.97938,MORAGA,STATINX,115.0,,250.0,voltage proxy 115 kV,0
ITC:AMPS 230,1.0,1273.20339,AMPS,,,,,unknown,0
ITC:GRACE_THREEMLE_138,1.0,1201.0902,GRACE,,,,,unknown,0
NOM:33530_KASSONJ2_115_33548_TRACY   _115_BR_1 _1,1.0,1150.44678,KASSONJ2,TRACY,115.0,,250.0,voltage proxy 115 kV,0
NOM:33020_MORAGA  _115_35101_SN LNDRO_115_BR_2 _1,1.0,1114.52329,MORAGA,SNLNDRO,115.0,,250.0,voltage proxy 115 kV,0
NOM:30900_GATES   _230_30889_CAFLTSSS_230_BR_1 _1,1.0,986.38963,GATES,CAFLTSSS,230.0,,700.0,voltage proxy 230 kV,0
NOM:33020_MORAGA  _115_35101_SN LNDRO_115_BR_1 _1,1.0,945.83296,MORAGA,SNLNDRO,115.0,,250.0,voltage proxy 115 kV,0
NOM:34121_SHARON T_115_34128_OAKH_JCT_115_BR_1 _1,1.0,835.5413900000001,SHARONT,,115.0,,250.0,voltage proxy 115 kV,0
NOM:32290_OLIVH J1_115_32214_RIO OSO _115_BR_1 _1,1.0,790.04366,OLIVHJ1,RIOOSO,115.0,,250.0,voltage proxy 115 kV,0
NOM:115kv MEB_Ca_AL,1.0,751.37708,,,115.0,,250.0,voltage proxy 115 kV,0
NOM:34149_CHENYT  _115_34158_PANOCHE _115_BR_1 _1,1.0,662.3157,CHENYT,PANOCHE,115.0,,250.0,voltage proxy 115 kV,0
NOM:30055_GATES1  _500_30060_MIDWAY  _500_BR_1 _1,1.0,597.4269599999999,GATES1,MIDWAY,500.0,Midway -Los Banos,5400.0,WECC path 15,5
ITC:PACE_FOURCORNE345_ITC,2.0,570.5749900000001,PACE,,,,,unknown,0
NOM:34100_CHWCHLLA_115_34101_CERTANJ2_115_BR_1 _1,1.0,552.10332,CHWCHLLA,CERTANJ2,115.0,,250.0,voltage proxy 115 kV,0
NOM:33503_FRGTNTP2_115_33936_MELNS JB_115_BR_1 _1,1.0,534.30919,FRGTNTP2,MELNSJB,115.0,,250.0,voltage proxy 115 kV,0
NOM:30060_MIDWAY  _500_29402_WIRLWIND_500_BR_1 _2,2.0,419.06161,MIDWAY,WIRLWIND,500.0,Northern -Southern California,4000.0,WECC path 26,6
NOM:115kv NH,2.0,390.00119,,,115.0,,250.0,voltage proxy 115 kV,0
NOM:31336_HPLND JT_60.0_31206_HPLND JT_115_XF_2,1.0,386.07563,HPLNDJT,,115.0,,250.0,voltage proxy 115 kV,0
NOM:34724_KRN OL J_115_34797_KERNWTP2_115_BR_1 _1,2.0,374.26657,KRNOLJ,KERNWTP2,115.0,,250.0,voltage proxy 115 kV,0
ITC:PACE_PATHC_ITC,2.0,364.3684400000001,PACE,,,,,unknown,0
NOM:30261_BELDENTP_230_30300_TABLMTN _230_BR_1 _1,1.0,362.42864,BELDENTP,TABLMTN,230.0,,700.0,voltage proxy 230 kV,0
NOM:7820_TL 230S_OVERLOAD_NG,1.0,354.29805999999996,,,,,,unknown,0
NOM:22832_SYCAMORE_230_22652_PENSQTOS_230_BR_1 _1,1.0,339.0608,SYCAMORE,PENSQTOS,230.0,,700.0,voltage proxy 230 kV,0
NOM:7410_CP26_NG,1.0,313.35013000000004,,,,,,unknown,0
NOM:34720_DSCVRYTP_115_34744_OILDALE _115_BR_1 _1,1.0,281.12943,DSCVRYTP,OILDALE,115.0,,250.0,voltage proxy 115 kV,0
NOM:30885_MUSTANGS_230_30900_GATES   _230_BR_1 _1,1.0,272.39237,MUSTANGS,GATES,230.0,,700.0,voltage proxy 230 kV,0
NOM:32950_PITSBURG_115_33031_COLSTJT _115_BR_1 _1,1.0,249.31749,PITSBURG,COLSTJT,115.0,,250.0,voltage proxy 115 kV,0
ITC:ATSO 345kV,1.0,238.49394,ATSO,,345.0,,1300.0,voltage proxy 345 kV,0
NOM:COI_600 N-S,1.0,208.23936,,,,,,unknown,0
ITC:MALIN500_ISL,1.0,202.68297,MALIN500,,,,,unknown,0
NOM:33501_FRGTNTP1_115_33500_MELNS JA_115_BR_1 _1,1.0,197.0653,FRGTNTP1,MELNSJA,115.0,,250.0,voltage proxy 115 kV,0
ITC:LDWP_IPPDC-NS,1.0,182.98029,LDWP,,,,,unknown,0
ITC:PNM_SRP_ITC,1.0,160.95895,PNM,,,,,unknown,0
NOM:31640_TRES VIS_60.0_31718_TBLE MTN_60.0_BR_1 _1,1.0,155.56345,TRESVIS,TBLEMTN,60.0,,150.0,voltage proxy 60 kV,0
NOM:22773_BAY BLVD_69.0_22352_IMPRLBCH_69.0_BR_1 _1,1.0,133.82923,BAYBLVD,IMPRLBCH,69.0,,150.0,voltage proxy 69 kV,0
ITC:LADWP_NET_ITC,2.0,80.93688000000002,LADWP,,,,,unknown,0
ITC:NWMT_AMPS_EAST,2.0,79.66923,NWMT,,,,,unknown,0
ITC:Line_MA-SLL_69KV,1.0,64.07552,MA,SLL,69.0,,150.0,voltage proxy 69 kV,0
NOM:30915_MORROBAY_230_30930_MESA PGE_230_BR_1 _1,1.0,38.3356,MORROBAY,MESAPGE,230.0,,700.0,voltage proxy 230 kV,0
NOM:22604_OTAY    _69.0_22616_OTAYLKTP_69.0_BR_1 _1,1.0,37.28939,OTAY,OTAYLKTP,69.0,,150.0,voltage proxy 69 kV,0
NOM:6110_COI_N-S,1.0,34.64738,,,,,,unknown,0
NOM:35602_ZNKER J2_115_36850_KIFER   _115_BR_1 _1,1.0,34.38149,ZNKERJ2,KIFER,115.0,,250.0,voltage proxy 115 kV,0
NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3,1.0,32.42286,LOSBANOS,GATES1,500.0,Midway -Los Banos,5400.0,WECC path 15,5
ITC:IPCO_LAGRANDE_ITC,1.0,31.33248,IPCO,,,,,unknown,0
ITC:IPCO_BORAHWEST_ITC,1.0,26.37392,IPCO,,,,,unknown,0
NOM:33916_CURTISS _115_33917_FBERBORD_115_BR_1 _1,1.0,8.54152,CURTISS,FBERBORD,115.0,,250.0,voltage proxy 115 kV,0
NOM:24601_VICTOR  _230_24085_LUGO    _230_BR_4 _1,1.0,7.145449999999999,VICTOR,LUGO,230.0,West of Colorado River (WOR),12250.0,WECC path 46,4
NOM:24601_VICTOR  _230_24085_LUGO    _230_BR_3 _1,1.0,7.145449999999999,VICTOR,LUGO,230.0,West of Colorado River (WOR),12250.0,WECC path 46,4
NOM:24601_VICTOR  _230_24085_LUGO    _230_BR_2 _1,1.0,7.145449999999999,VICTOR,LUGO,230.0,West of Colorado River (WOR),12250.0,WECC path 46,4
NOM:24601_VICTOR  _230_24085_LUGO    _230_BR_1 _1,1.0,7.145449999999999,VICTOR,LUGO,230.0,West of Colorado River (WOR),12250.0,WECC path 46,4
ITC:IPCO_ID-NW_ITC,1.0,5.21613,IPCO,,,,,unknown,0
NOM:99100_PIT-ESH1_230_30560_E. SHORE_230_BR_1 _2,1.0,0.85382,PIT-ESH1,E.SHORE,230.0,,700.0,voltage proxy 230 kV,0
ITC:PARKER_ITC,2.0,0.4571999999999999,PARKER,,,,,unknown,0
ITC:BLYTHE_ITC,2.0,0.20479999999999998,BLYTHE,,,,,unknown,0
ITC:MERCHANT_ITC,1.0,0.1755999999999999,MERCHANT,,,,,unknown,0
ITC:VAL_TOL 2,1.0,0.10434,VAL,,,,,unknown,0
ITC:SUMMIT_ITC,2.0,0.08520000000000001,SUMMIT,,,,,unknown,0
ITC:GON-IPP 230,1.0,0.06556,GON,IPP,,,,unknown,0
ITC:WALC_NVE_EXPORT_ITC,1.0,0.0319999999999999,WALC,,,,,unknown,0
ITC:WALC_MEAD230_IMPORT_ITC,1.0,0.0032,WALC,,,,,unknown,0
ITC:PACW_BPAT.PACW_ITC,1.0,0.0024,PACW,,,,,unknown,0
ITC:WALC_NET_IMPORT_ITC,1.0,0.0004,WALC,,,,,unknown,0
